gene_ID	hgnc_symbol	chr	strand	start	end	TP63_PTC_log2FoldChange	TP63_PTC_pvalue	TP63_PTC_padj
ENSG00000255112	CHMP1B	chr18	+	11851413	11854444	0.0866	0.3	1
ENSG00000277462	ZNF670	chr1	-	247034637	247078811	-0.0158	0.905	1
ENSG00000281912	LINC01144	chr1	+	45303910	45305619	1.18	0.223	1
ENSG00000113916	BCL6	chr3	-	187721377	187745725	-0.145	0.132	1
ENSG00000121743	GJA3	chr13	-	20138255	20161052	-0.981	0.329	1
ENSG00000166024	R3HCC1L	chr10	+	98134624	98244897	0.165	0.147	1
ENSG00000113597	TRAPPC13	chr5	+	65625004	65666233	0.0542	0.731	1
ENSG00000157890	MEGF11	chr15	-	65895079	66253756	-0.928	0.465	1
ENSG00000165916	PSMC3	chr11	-	47418769	47426473	-0.026	0.722	1
ENSG00000138107	ACTR1A	chr10	-	102461881	102502712	0.0141	0.855	1
ENSG00000139874	SSTR1	chr14	+	38207904	38213067	-1.77	0.584	
ENSG00000182334	OR5P3	chr11	-	7824818	7830840	0.0243	0.959	1
ENSG00000025800	KPNA6	chr1	+	32108056	32176563	0.04	0.49	1
ENSG00000091527	CDV3	chr3	+	133573686	133590261	0.114	0.0534	1
ENSG00000273015	LINC00938	chr12	-	45718046	45727860	0.134	0.376	1
ENSG00000010803	SCMH1	chr1	-	41027202	41242306	-0.116	0.286	1
ENSG00000182118	FAM89A	chr1	-	231018958	231040254	-0.133	0.126	1
ENSG00000198523	PLN	chr6	+	118548296	118561716	-0.22	0.888	1
ENSG00000286652		chr6	+	27473194	27494436	-1.43	0.234	1
ENSG00000105649	RAB3A	chr19	-	18196784	18204042	-0.806	0.0262	0.771
ENSG00000272563		chr2	+	113432600	113436042	0.0499	0.985	
ENSG00000250820		chr5	-	175906939	175958538	0.846	0.282	1
ENSG00000186790	FOXE3	chr1	+	47416285	47418052	1.33	0.192	1
ENSG00000022976	ZNF839	chr14	+	102317377	102342702	0.106	0.547	1
ENSG00000136273	HUS1	chr7	-	47963288	47979615	0.0724	0.584	1
ENSG00000265801		chr17	+	27465112	27465541	-0.0686	0.875	1
ENSG00000287574		chr7	+	44582519	44583676	0.864	0.431	1
ENSG00000095713	CRTAC1	chr10	-	97865000	98030828	-0.741	0.00252	0.155
ENSG00000159197	KCNE2	chr21	+	34364006	34371381	-0.213	0.792	1
ENSG00000162522	KIAA1522	chr1	+	32741830	32774970	-0.177	0.0228	0.719
ENSG00000166368	OR2D2	chr11	-	6891574	6892500	-1.96	0.277	1
ENSG00000184719	RNLS	chr10	-	88273864	88584530	-0.0935	0.792	1
ENSG00000174989	FBXW8	chr12	+	116910950	117031148	-0.00329	0.978	1
ENSG00000121905	HPCA	chr1	+	32885994	32898441	-0.14	0.878	1
ENSG00000002933	TMEM176A	chr7	+	150800403	150805118	0.00728	0.988	1
ENSG00000055732	MCOLN3	chr1	-	85018082	85048500	-1.01	0.341	1
ENSG00000143409	MINDY1	chr1	-	150996549	151008376	-0.073	0.647	1
ENSG00000183185	GABRR3	chr3	-	97985102	98035315	-16.9	2.26e-12	4.93e-10
ENSG00000115363	EVA1A	chr2	-	75469302	75569722	-0.0169	0.92	1
ENSG00000178381	ZFAND2A	chr7	-	1152071	1160759	0.01	0.935	1
ENSG00000266962	HSD17B1-AS1	chr17	-	42552431	42554841	0.146	0.408	1
ENSG00000162817	C1orf115	chr1	+	220690363	220699153	0.109	0.117	1
ENSG00000065621	GSTO2	chr10	+	104268873	104304950	0.162	0.725	1
ENSG00000139289	PHLDA1	chr12	-	76025447	76031776	-0.105	0.497	1
ENSG00000272086	GOLPH3-DT	chr5	+	32173960	32175273	0.344	0.546	1
ENSG00000130749	ZC3H4	chr19	-	47064187	47113776	-0.169	0.0908	1
ENSG00000267458		chr19	-	12944118	12944487	0.815	0.262	1
ENSG00000229021		chr1	+	151994531	152042774	-0.542	0.593	1
ENSG00000286445		chr10	-	87500337	87504837	18.1	5.65e-08	
ENSG00000272141		chr1	+	1169357	1170343	2.35	0.394	
ENSG00000256615		chr12	+	21662313	21760032	1.24	0.345	1
ENSG00000163344	PMVK	chr1	-	154924740	154936719	-0.124	0.547	1
ENSG00000186453	FAM228A	chr2	+	24175053	24200849	0.811	0.584	1
ENSG00000174669	SLC29A2	chr11	-	66362521	66372214	-0.0309	0.816	1
ENSG00000203356	LINC01562	chr1	-	51195095	51235096	-2.53	0.17	1
ENSG00000271659		chr9	+	95514045	95514520	2.49	0.132	1
ENSG00000225313		chr1	+	33307348	33349245	1.23	0.63	1
ENSG00000126088	UROD	chr1	+	45010950	45015575	-0.141	0.389	1
ENSG00000225595	LINC01623	chr6	-	28859625	28864630	2.43	0.278	
ENSG00000172689	MS4A10	chr11	+	60785333	60801305	3.61	0.026	0.768
ENSG00000233246	PHC2-AS1	chr1	+	33350352	33363245	0.592	0.839	1
ENSG00000267598		chr19	-	13153071	13154193	0.457	0.206	1
ENSG00000179097	HTR1F	chr3	+	87792706	87993839	-0.329	0.835	1
ENSG00000170855	TRIAP1	chr12	-	120443964	120446384	0.065	0.498	1
ENSG00000220201	ZGLP1	chr19	-	10304803	10309880	-0.446	0.563	1
ENSG00000163121	NEURL3	chr2	-	96497646	96508109	0.94	0.561	1
ENSG00000272777		chr4	-	99067256	99068125	0.0975	0.94	1
ENSG00000215808	LINC01139	chr1	-	238476542	238486060	18.3	3.57e-05	
ENSG00000286116		chr10	-	88990045	88994249	-0.662	0.493	1
ENSG00000257181		chr12	-	68841288	68843237	0.309	0.266	1
ENSG00000273989		chr12	+	28236227	28236828	0.155	0.904	1
ENSG00000265912		chr17	+	64943262	64951054	-0.738	0.574	1
ENSG00000179796	LRRC3B	chr3	+	26622772	26717537	-0.383	0.809	1
ENSG00000267934		chr19	+	23323968	23329101	-0.84	0.412	1
ENSG00000111452	ADGRD1	chr12	+	130953907	131141469	-1.04	0.107	1
ENSG00000264937		chr15	+	64696622	64696861	0.869	0.703	1
ENSG00000272145	NFYC-AS1	chr1	-	40690380	40692074	0.565	0.206	1
ENSG00000183569	SERHL2	chr22	+	42553617	42574382	0.424	0.0225	0.719
ENSG00000276045	ORAI1	chr12	+	121626509	121643218	-0.306	0.053	1
ENSG00000254676		chr11	+	83180144	83184520	0.109	0.855	1
ENSG00000173821	RNF213	chr17	+	80260852	80398794	0.0297	0.744	1
ENSG00000107521	HPS1	chr10	-	98410939	98446963	-0.0292	0.825	1
ENSG00000130528	HRC	chr19	-	49151198	49155396	-0.0673	0.962	1
ENSG00000198670	LPA	chr6	-	160531482	160664275	-0.268	0.806	1
ENSG00000139832	RAB20	chr13	-	110523066	110561722	0.127	0.247	1
ENSG00000104356	POP1	chr8	+	98117293	98159835	-0.129	0.546	1
ENSG00000267457		chr17	-	35073831	35074374	-1.32	0.564	1
ENSG00000203684	IBA57-DT	chr1	-	228164086	228165512	-1.66	0.461	
ENSG00000213533	STIMATE	chr3	-	52836219	52897548	0.00859	0.96	1
ENSG00000163867	ZMYM6	chr1	-	34986165	35031945	0.167	0.102	1
ENSG00000267871	ZNF460-AS1	chr19	-	57267211	57280334	-0.687	0.24	1
ENSG00000284640		chr1	-	35141515	35146435	-1.28	0.36	1
ENSG00000198626	RYR2	chr1	+	237042184	237833988	0.0587	0.753	1
ENSG00000154856	APCDD1	chr18	+	10454635	10489949	0.169	0.479	1
ENSG00000272631		chr10	-	86749754	86756298	-0.0906	0.875	1
ENSG00000146463	ZMYM4	chr1	+	35268709	35422058	0.0386	0.603	1
ENSG00000287982		chr12	-	114733757	114735244	0.172	0.923	1
ENSG00000152818	UTRN	chr6	+	144285335	144853034	0.0718	0.23	1
ENSG00000068097	HEATR6	chr17	-	60041008	60078922	-0.00685	0.959	1
ENSG00000119681	LTBP2	chr14	-	74498183	74612378	0.15	0.703	1
ENSG00000160781	PAQR6	chr1	-	156243320	156248117	-0.207	0.496	1
ENSG00000151657	KIN	chr10	-	7750962	7787993	0.00855	0.936	1
ENSG00000197863	ZNF790	chr19	-	36817428	36850787	0.0876	0.746	1
ENSG00000242590		chr1	+	1055033	1056116	1.9	0.405	1
ENSG00000100918	REC8	chr14	+	24171853	24180257	0.0441	0.827	1
ENSG00000238164	TNFRSF14-AS1	chr1	-	2549920	2557031	0.616	0.775	1
ENSG00000142632	ARHGEF19	chr1	-	16197854	16212652	0.196	0.408	1
ENSG00000126067	PSMB2	chr1	-	35599541	35641526	-0.0444	0.515	1
ENSG00000260086		chr16	+	48623415	48746318	0.226	0.831	1
ENSG00000178764	ZHX2	chr8	+	122781655	122974510	0.0807	0.637	1
ENSG00000035862	TIMP2	chr17	-	78852977	78925387	0.0406	0.642	1
ENSG00000134698	AGO4	chr1	+	35808016	35857890	0.00847	0.936	1
ENSG00000286537		chr13	-	54816352	54819238	0.0126	0.997	
ENSG00000142661	MYOM3	chr1	-	24056035	24112135	0.325	0.809	1
ENSG00000041988	THAP3	chr1	+	6624868	6635586	-0.206	0.0959	1
ENSG00000221955	SLC12A8	chr3	-	125082636	125212864	0.135	0.445	1
ENSG00000275216	LINC03061	chr13	+	109269634	109278512	-1.11	0.1	1
ENSG00000137288	UQCC2	chr6	-	33694293	33711727	0.0391	0.838	1
ENSG00000173039	RELA	chr11	-	65653599	65663090	0.0336	0.652	1
ENSG00000280206		chr16	+	15701237	15702118	0.0231	0.943	1
ENSG00000117020	AKT3	chr1	-	243488233	243851079	0.0864	0.304	1
ENSG00000198908	GPRASP3	chrX	+	102720688	102753540	-0.725	0.000724	0.0519
ENSG00000125148	MT2A	chr16	+	56608584	56609497	0.0158	0.951	1
ENSG00000247363	NUP107-DT	chr12	-	68674371	68687755	0.326	0.693	1
ENSG00000116299	ELAPOR1	chr1	+	109113679	109206781	0.0562	0.919	1
ENSG00000121361	KCNJ8	chr12	-	21764955	21775600	2.43	0.262	
ENSG00000162825	NBPF20	chr1	-	145289900	145425603	0.114	0.48	1
ENSG00000251448		chr3	-	126288123	126301213	0.53	0.162	1
ENSG00000254997	KRTAP5-9	chr11	+	71548420	71549608	-0.55	0.743	1
ENSG00000169946	ZFPM2	chr8	+	104590733	105804539	0.391	0.592	1
ENSG00000170370	EMX2	chr10	+	117542445	117549546	-0.588	0.901	1
ENSG00000234663	LINC01934	chr2	+	181086076	181409321	-0.425	0.762	1
ENSG00000213516	RBMXL1	chr1	-	88979456	88992960	0.00139	0.99	1
ENSG00000162624	LHX8	chr1	+	75128434	75161533	-1.46	0.445	1
ENSG00000130675	MNX1	chr7	-	156994051	157010663	0.716	0.385	1
ENSG00000054116	TRAPPC3	chr1	-	36136570	36156053	0.0401	0.687	1
ENSG00000169764	UGP2	chr2	+	63840952	63891562	0.074	0.287	1
ENSG00000165322	ARHGAP12	chr10	-	31805398	31928876	0.168	0.0338	0.859
ENSG00000279529		chr19	+	16572548	16575340	-0.124	0.599	1
ENSG00000214193	SH3D21	chr1	+	36306368	36329340	0.0328	0.712	1
ENSG00000117245	KIF17	chr1	-	20664014	20718017	-0.0485	0.778	1
ENSG00000068912	ERLEC1	chr2	+	53787009	53833038	0.0714	0.383	1
ENSG00000262094		chr17	-	83220527	83227721	0.646	0.762	1
ENSG00000122783	CYREN	chr7	-	135092363	135170795	0.386	0.0194	0.67
ENSG00000120832	MTERF2	chr12	-	106977277	106987160	0.0433	0.905	1
ENSG00000251562	MALAT1	chr11	+	65497640	65508073	0.0902	0.318	1
ENSG00000006788	MYH13	chr17	-	10300865	10373130	0.954	0.592	1
ENSG00000159214	CCDC24	chr1	+	43991359	43996528	0.304	0.554	1
ENSG00000133661	SFTPD	chr10	-	79937467	79982614	0.175	0.844	1
ENSG00000260088	DDX59-AS1	chr1	+	200669507	200694250	-0.394	0.765	1
ENSG00000196371	FUT4	chr11	+	94543921	94549895	-0.0529	0.791	1
ENSG00000229536	LINC02572	chr2	-	129825126	129877664	-0.753	0.543	1
ENSG00000120690	ELF1	chr13	-	40931924	41061440	-0.0631	0.43	1
ENSG00000143183	TMCO1	chr1	-	165724293	165827755	0.0427	0.675	1
ENSG00000196550	FAM72A	chr1	-	206186179	206204414	-0.279	0.305	1
ENSG00000143167	GPA33	chr1	-	167052836	167166479	-0.0023	0.989	1
ENSG00000127585	FBXL16	chr16	-	692498	705801	0.214	0.246	1
ENSG00000117697	NSL1	chr1	-	212726153	212791782	-0.0436	0.799	1
ENSG00000120324	PCDHB10	chr5	+	141192353	141195647	1.14	0.134	1
ENSG00000228649	SNHG26	chr7	+	22854126	22872952	0.243	0.143	1
ENSG00000185829	ARL17A	chr17	-	46499780	46579695	0.0676	0.735	1
ENSG00000287242		chr12	+	124786783	124808790	-3.2	0.0839	1
ENSG00000233860	SHROOM3-AS1	chr4	-	76708853	76802426	0.0255	0.938	1
ENSG00000282772		chr10	-	102845761	102854513	-2.24	0.515	
ENSG00000149557	FEZ1	chr11	-	125442881	125592568	-0.888	0.019	0.668
ENSG00000100612	DHRS7	chr14	-	60144119	60169856	-0.0293	0.776	1
ENSG00000139144	PIK3C2G	chr12	+	18242961	18648416	0.531	0.0183	0.657
ENSG00000286061	RCAN3AS	chr1	-	24496254	24535400	0.919	0.508	1
ENSG00000116679	IVNS1ABP	chr1	-	185296388	185317273	0.129	0.0568	1
ENSG00000260267		chr16	-	31456711	31459736	0.324	0.209	1
ENSG00000172260	NEGR1	chr1	-	71395943	72282539	0.263	0.838	1
ENSG00000174197	MGA	chr15	+	41621134	41773081	0.0372	0.512	1
ENSG00000042493	CAPG	chr2	-	85394753	85418432	-0.0311	0.735	1
ENSG00000096696	DSP	chr6	+	7541338	7586714	-0.022	0.644	1
ENSG00000187664	HAPLN4	chr19	-	19254756	19262804	0.533	0.729	1
ENSG00000185345	PRKN	chr6	-	161347417	162727775	0.518	0.0373	0.903
ENSG00000234283	LINC01731	chr1	-	148271884	148280749	-1.71	0.223	1
ENSG00000266385		chr17	+	32411217	32412420	-0.221	0.68	1
ENSG00000226648	PLCG1-AS1	chr20	-	41098019	41138003	0.0719	0.93	1
ENSG00000088325	TPX2	chr20	+	31739271	31801805	0.0306	0.688	1
ENSG00000101003	GINS1	chr20	+	25391008	25452700	0.0243	0.87	1
ENSG00000089127	OAS1	chr12	+	112905856	112933219	0.573	0.231	1
ENSG00000263001	GTF2I	chr7	+	74650231	74760692	0.121	0.0766	1
ENSG00000179933	C14orf119	chr14	+	23095505	23100456	0.0333	0.699	1
ENSG00000267757	EML2-AS1	chr19	+	45641494	45642840	-0.891	0.367	1
ENSG00000160087	UBE2J2	chr1	-	1253909	1273864	-0.0129	0.896	1
ENSG00000260464		chr1	+	93847174	93848939	-0.311	0.735	1
ENSG00000138002	IFT172	chr2	-	27444377	27489805	0.225	0.267	1
ENSG00000089692	LAG3	chr12	+	6772512	6778455	-0.752	0.607	1
ENSG00000100596	SPTLC2	chr14	-	77505997	77616637	0.0435	0.627	1
ENSG00000255804	OR6J1	chr14	-	22630929	22644352	-0.33	0.929	
ENSG00000270060		chr11	-	47168281	47169563	-0.247	0.641	1
ENSG00000226383	LINC01876	chr2	-	156011530	156254950	0.596	0.107	1
ENSG00000188092	GPR89B	chr1	+	147928393	147993592	0.205	0.151	1
ENSG00000160679	CHTOP	chr1	+	153633982	153646306	0.0235	0.753	1
ENSG00000238035		chr5	+	181306502	181324685	0.428	0.023	0.719
ENSG00000196449	YRDC	chr1	-	37802945	37808208	-0.062	0.64	1
ENSG00000101447	FAM83D	chr20	+	38926312	38953106	-0.0413	0.57	1
ENSG00000063177	RPL18	chr19	-	48615328	48619184	-0.103	0.153	1
ENSG00000246228	CASC8	chr8	-	127289808	127482139	-0.374	0.861	1
ENSG00000138668	HNRNPD	chr4	-	82352498	82374503	0.0357	0.574	1
ENSG00000183628	DGCR6	chr22	+	18906028	18914238	0.0472	0.896	1
ENSG00000185885	IFITM1	chr11	+	310041	315272	0.0205	0.923	1
ENSG00000001460	STPG1	chr1	-	24356999	24416934	-0.128	0.688	1
ENSG00000270095		chr12	-	123971457	123971714	-0.166	0.87	1
ENSG00000013288	MAN2B2	chr4	+	6575189	6623362	0.0831	0.381	1
ENSG00000006015	REX1BD	chr19	+	18588685	18592337	-0.0959	0.57	1
ENSG00000154065	ANKRD29	chr18	-	23598926	23662911	-0.644	0.811	1
ENSG00000143862	ARL8A	chr1	-	202133404	202144743	-0.0397	0.785	1
ENSG00000135063	ENTREP1	chr9	+	69324567	69392558	0.404	0.00926	0.424
ENSG00000110002	VWA5A	chr11	+	124115404	124147721	0.329	0.0654	1
ENSG00000261104		chr2	+	9106593	9109865	-1.26	0.471	1
ENSG00000204084	INPP5B	chr1	-	37860697	37947053	-0.0286	0.752	1
ENSG00000135457	TFCP2	chr12	-	51093656	51173135	0.0786	0.319	1
ENSG00000183682	BMP8A	chr1	+	39491636	39529869	0.199	0.671	1
ENSG00000135423	GLS2	chr12	-	56470944	56488414	-0.659	0.461	1
ENSG00000159346	ADIPOR1	chr1	-	202940826	202958572	-0.0911	0.182	1
ENSG00000143156	NME7	chr1	-	169132531	169367948	0.199	0.396	1
ENSG00000111707	SUDS3	chr12	+	118376555	118418033	0.00752	0.906	1
ENSG00000198739	LRRTM3	chr10	+	66926036	67101551	-1.14	0.434	1
ENSG00000260948		chr1	-	111431046	111433068	-0.0309	0.873	1
ENSG00000135953	MFSD9	chr2	-	102714630	102736888	-0.122	0.301	1
ENSG00000132702	HAPLN2	chr1	+	156619331	156625725	-2.39	0.159	1
ENSG00000186439	TRDN	chr6	-	123216339	123637189	0.929	0.181	1
ENSG00000079393	DUSP13	chr10	-	75094432	75109221	-0.0449	0.869	1
ENSG00000092108	SCFD1	chr14	+	30622291	30737694	-0.0468	0.52	1
ENSG00000162599	NFIA	chr1	+	60865259	61462788	0.112	0.845	1
ENSG00000198468	FLVCR1-DT	chr1	-	212852105	212858139	-0.015	0.993	1
ENSG00000169696	ASPSCR1	chr17	+	81976807	82017406	-0.0635	0.697	1
ENSG00000237087		chr2	-	232420661	232421461	-1.09	0.388	1
ENSG00000111291	GPRC5D	chr12	-	12940575	12952170	0.0385	0.985	1
ENSG00000259448	LINC02352	chr15	+	31215622	31224445	1.3	0.151	1
ENSG00000174775	HRAS	chr11	-	532242	537321	0.00024	0.999	1
ENSG00000144357	UBR3	chr2	+	169827454	170084131	-0.0523	0.39	1
ENSG00000259153	MAP3K9-DT	chr14	+	70808811	70816935	0.175	0.658	1
ENSG00000163288	GABRB1	chr4	+	46993723	47426447	0.458	0.516	1
ENSG00000138592	USP8	chr15	+	50424380	50514421	0.092	0.232	1
ENSG00000169231	THBS3	chr1	-	155195588	155209051	0.129	0.393	1
ENSG00000171848	RRM2	chr2	+	10120698	10211725	0.0688	0.447	1
ENSG00000120328	PCDHB12	chr5	+	141208697	141212571	1.23	0.225	1
ENSG00000101384	JAG1	chr20	-	10637684	10673999	0.242	0.0113	0.486
ENSG00000187824	TMEM220	chr17	-	10699015	10730023	0.195	0.808	1
ENSG00000139350	NEDD1	chr12	+	96907224	96953780	-0.0154	0.884	1
ENSG00000204577	LILRB3	chr19	-	54216278	54223506	-0.852	0.51	1
ENSG00000147677	EIF3H	chr8	-	116642130	116766925	-0.0361	0.636	1
ENSG00000116663	FBXO6	chr1	+	11664200	11674354	-0.221	0.59	1
ENSG00000244754	N4BP2L2	chr13	-	32432417	32538885	0.0725	0.441	1
ENSG00000185630	PBX1	chr1	+	164555584	164899296	0.192	0.0126	0.52
ENSG00000152689	RASGRP3	chr2	+	33436324	33564750	1.13	0.375	1
ENSG00000132932	ATP8A2	chr13	+	25371974	26025851	-0.472	0.196	1
ENSG00000280809	LINC00836	chr10	+	25651712	25732935	0.385	0.613	1
ENSG00000159479	MED8	chr1	-	43383917	43389808	-0.0301	0.779	1
ENSG00000144712	CAND2	chr3	+	12796472	12834804	0.215	0.691	1
ENSG00000142186	SCYL1	chr11	+	65525077	65538704	-0.066	0.402	1
ENSG00000229832		chr1	+	212357418	212358353	-0.0104	0.996	1
ENSG00000287104		chr4	-	6985913	6987052	0.168	0.418	1
ENSG00000214145	LINC00887	chr3	-	194296191	194322871	0.106	0.965	1
ENSG00000267278	MAP3K14-AS1	chr17	+	45247916	45269824	0.026	0.949	1
ENSG00000196814	MVB12B	chr9	+	126326829	126507041	-0.376	0.0717	1
ENSG00000261572		chr3	-	32236688	32238599	-0.888	0.329	1
ENSG00000121350	PYROXD1	chr12	+	21437615	21471250	0.209	0.101	1
ENSG00000116954	RRAGC	chr1	-	38838198	38859772	5.52e-05	1	1
ENSG00000258044		chr12	+	79823778	79825496	-17.2	1.24e-10	
ENSG00000253392		chr19	-	2908371	2926847	0.0192	0.97	1
ENSG00000155254	MARVELD1	chr10	+	97713173	97718150	-0.0624	0.764	1
ENSG00000223653	BCL10-AS1	chr1	+	85276388	85448124	2.16	0.116	1
ENSG00000116985	BMP8B	chr1	-	39757182	39788865	-0.105	0.876	1
ENSG00000174358	SLC6A19	chr5	+	1201595	1225111	0.444	0.502	1
ENSG00000185880	TRIM69	chr15	+	44728988	44767829	-0.136	0.793	1
ENSG00000129347	KRI1	chr19	-	10553085	10566031	0.148	0.4	1
ENSG00000179577		chr8	-	104419512	104421500	15	5.56e-08	
ENSG00000116701	NCF2	chr1	-	183554461	183590905	1.85	0.298	1
ENSG00000118482	PHF3	chr6	+	63635802	63779336	0.0566	0.512	1
ENSG00000196793	ZNF239	chr10	-	43556344	43574618	-0.186	0.699	1
ENSG00000153048	CARHSP1	chr16	-	8852942	8869012	-0.0805	0.275	1
ENSG00000177889	UBE2N	chr12	-	93405673	93441947	0.0875	0.274	1
ENSG00000179913	B3GNT3	chr19	+	17794828	17813576	-1.54	0.407	1
ENSG00000116990	MYCL	chr1	-	39895428	39902256	-0.261	0.0942	1
ENSG00000100902	PSMA6	chr14	+	35278633	35317493	0.043	0.67	1
ENSG00000197323	TRIM33	chr1	-	114392790	114511203	0.0543	0.399	1
ENSG00000140006	WDR89	chr14	-	63597039	63641871	0.0309	0.758	1
ENSG00000133943	DGLUCY	chr14	+	91060333	91225632	-0.0283	0.888	1
ENSG00000259326		chr15	+	38502853	38504981	-0.431	0.256	1
ENSG00000100591	AHSA1	chr14	+	77457870	77469472	-0.0293	0.759	1
ENSG00000117143	UAP1	chr1	+	162561722	162601240	-0.0346	0.744	1
ENSG00000179141	MTUS2-AS1	chr13	-	29476515	29490105	-0.0744	0.83	1
ENSG00000174567	GOLT1A	chr1	-	204198163	204213988	0.506	0.218	1
ENSG00000089234	BRAP	chr12	-	111642146	111685956	-0.0151	0.886	1
ENSG00000132481	TRIM47	chr17	-	75874164	75878581	0.676	0.54	1
ENSG00000135845	PIGC	chr1	-	172370189	172444086	0.0134	0.929	1
ENSG00000064309	CDON	chr11	-	125955796	126063335	0.152	0.277	1
ENSG00000117000	RLF	chr1	+	40161387	40240921	0.0747	0.27	1
ENSG00000278737		chr15	-	65083042	65083663	-0.877	0.732	
ENSG00000163131	CTSS	chr1	-	150730079	150765957	1.36	0.4	1
ENSG00000251143		chr11	+	72014291	72020910	0.252	0.468	1
ENSG00000196935	SRGAP1	chr12	+	63843761	64162217	-0.142	0.115	1
ENSG00000262484	CCER2	chr19	-	38908980	38912186	-0.306	0.801	1
ENSG00000132017	DCAF15	chr19	+	13952509	13961449	0.00674	0.944	1
ENSG00000095209	TMEM38B	chr9	+	105694541	105776629	-0.304	0.102	1
ENSG00000075188	NUP37	chr12	-	102073103	102120120	-0.0401	0.738	1
ENSG00000185033	SEMA4B	chr15	+	90160604	90229679	0.034	0.735	1
ENSG00000143067	ZNF697	chr1	-	119619377	119648266	-0.0958	0.201	1
ENSG00000104880	ARHGEF18	chr19	+	7348937	7472485	-0.0676	0.46	1
ENSG00000287808	DHX9-AS1	chr1	-	182837185	182839561	0.15	0.919	1
ENSG00000188917	TRMT2B	chrX	-	101009346	101052116	0.0876	0.53	1
ENSG00000265222		chr17	-	32509954	32523424	-2.93	0.113	
ENSG00000188060	RAB42	chr1	+	28592200	28595449	0.236	0.339	1
ENSG00000234127	TRIM26	chr6	-	30184455	30213427	-0.146	0.255	1
ENSG00000150990	DHX37	chr12	-	124946825	124989131	-0.145	0.238	1
ENSG00000277911		chr17	+	36980167	36980422	-0.179	0.91	1
ENSG00000181192	DHTKD1	chr10	+	12068954	12123221	-0.0607	0.477	1
ENSG00000114812	VIPR1	chr3	+	42489299	42537573	-0.0938	0.45	1
ENSG00000103490	PYCARD	chr16	-	31201486	31203450	-0.206	0.808	1
ENSG00000140400	MAN2C1	chr15	-	75355207	75368612	0.0921	0.337	1
ENSG00000169740	ZNF32	chr10	-	43643860	43648881	-0.351	0.26	1
ENSG00000261857	MIA	chr19	+	40771648	40777490	0.374	0.541	1
ENSG00000267530	LINC01836	chr19	+	782755	786092	0.518	0.642	1
ENSG00000026751	SLAMF7	chr1	+	160739057	160754821	-0.423	0.338	1
ENSG00000158955	WNT9B	chr17	+	46833201	46886730	0.112	0.641	1
ENSG00000027697	IFNGR1	chr6	-	137197483	137219449	-0.0351	0.671	1
ENSG00000235786	ZNRF3-IT1	chr22	+	28992721	29018620	1.1	0.262	1
ENSG00000236283		chr2	+	164840661	165208261	-0.124	0.524	1
ENSG00000133874	RNF122	chr8	-	33547754	33567128	0.102	0.688	1
ENSG00000122882	ECD	chr10	-	73130155	73169055	0.0347	0.698	1
ENSG00000184271	POU6F1	chr12	-	51186936	51218062	0.025	0.834	1
ENSG00000186496	ZNF396	chr18	-	35366694	35377337	-0.168	0.733	1
ENSG00000143499	SMYD2	chr1	+	214281102	214337131	-0.153	0.118	1
ENSG00000188385	JAKMIP3	chr10	+	132036336	132184858	0.368	0.419	1
ENSG00000117016	RIMS3	chr1	-	40620680	40665682	0.192	0.434	1
ENSG00000268941	LINC01711	chr20	+	58634772	58635738	-0.311	0.864	1
ENSG00000159714	ZDHHC1	chr16	-	67394152	67416833	0.188	0.548	1
ENSG00000264448	MIR378D2HG	chr8	-	93915734	93916682	-0.0145	0.994	
ENSG00000261469		chr16	-	68236845	68237667	-1.15	0.626	
ENSG00000186976	EFCAB6	chr22	-	43528744	43812337	0.264	0.726	1
ENSG00000117013	KCNQ4	chr1	+	40783787	40840452	-0.081	0.847	1
ENSG00000288398		chr1	-	16228674	16231335	-0.22	0.481	1
ENSG00000122952	ZWINT	chr10	-	56357227	56361273	0.00999	0.928	1
ENSG00000226026	RWDD3-DT	chr1	-	95161676	95234000	-1.41	0.49	1
ENSG00000069275	NUCKS1	chr1	-	205712822	205750182	-0.0188	0.802	1
ENSG00000157470	FAM81A	chr15	+	59372693	59523555	-0.799	0.461	1
ENSG00000241985	WWTR1-IT1	chr3	-	149648997	149650184	1.19	0.133	1
ENSG00000128805	ARHGAP22	chr10	-	48446036	48656265	-1.22	0.44	1
ENSG00000235358	SCMH1-DT	chr1	+	41242373	41284861	0.899	0.714	1
ENSG00000162063	CCNF	chr16	+	2429394	2458854	-0.0432	0.603	1
ENSG00000071794	HLTF	chr3	-	149030127	149086554	0.201	0.471	1
ENSG00000256029		chr1	-	159834474	159873053	1.33	0.407	1
ENSG00000103197	TSC2	chr16	+	2047967	2089491	0.00407	0.965	1
ENSG00000287929		chr1	+	183252263	183258968	-0.677	0.434	1
ENSG00000198846	TOX	chr8	-	58805412	59119147	-0.00104	0.996	1
ENSG00000159111	MRPL10	chr17	-	47823272	47831541	-0.102	0.303	1
ENSG00000176853	FAM91A1	chr8	+	123768439	123815452	-0.145	0.0793	1
ENSG00000143061	IGSF3	chr1	-	116574399	116667755	0.0318	0.59	1
ENSG00000161958	FGF11	chr17	+	7438273	7444937	0.172	0.0468	1
ENSG00000269713	NBPF9	chr1	-	149052186	149103561	0.103	0.377	1
ENSG00000133124	IRS4	chrX	-	108719946	108736563	-0.0241	0.965	1
ENSG00000127124	HIVEP3	chr1	-	41506365	42035925	0.191	0.265	1
