gene_ID	hgnc_symbol	chr	strand	start	end	SIX3_PTC_log2FoldChange	SIX3_PTC_pvalue	SIX3_PTC_padj
ENSG00000289543		chr19	+	5828335	5829289	-0.289	0.519	0.799
ENSG00000117133	RPF1	chr1	+	84479259	84498352	-0.123	0.0786	0.314
ENSG00000269189		chr13	+	98233650	98234700	0.431	0.125	0.406
ENSG00000116473	RAP1A	chr1	+	111542218	111716691	0.0124	0.877	0.962
ENSG00000177738	ANXA2R-OT1	chr5	-	43013060	43067452	0.0279	0.917	0.977
ENSG00000143171	RXRG	chr1	-	165400922	165445355	1.18	0.259	
ENSG00000164764	SBSPON	chr8	-	73064543	73124088	1.48	0.302	
ENSG00000132383	RPA1	chr17	+	1829702	1900082	-0.101	0.0438	0.219
ENSG00000271576	PRKACB-DT	chr1	-	84076331	84077961	-0.511	0.0493	0.237
ENSG00000229152	ANKRD10-IT1	chr13	-	110894639	110899172	0.592	0.00113	0.0155
ENSG00000112146	FBXO9	chr6	+	53051991	53100873	0.0069	0.934	0.983
ENSG00000162885	B3GALNT2	chr1	-	235447190	235504452	-0.0338	0.538	0.81
ENSG00000166888	STAT6	chr12	-	57095408	57132139	-0.0674	0.432	0.742
ENSG00000267890		chr19	+	50075123	50075902	0.242	0.472	0.769
ENSG00000157557	ETS2	chr21	+	38805183	38824955	-0.36	1.19e-11	9.01e-10
ENSG00000231738	TSPAN19	chr12	-	85014311	85036277	0.509	0.428	
ENSG00000177807	KCNJ10	chr1	-	159998651	160070160	-0.409	0.508	
ENSG00000261794	GOLGA8H	chr15	+	30604028	30617752	0.201	0.788	
ENSG00000161980	POLR3K	chr16	-	46407	53608	0.11	0.206	0.53
ENSG00000135441	BLOC1S1	chr12	+	55716038	55720087	-0.181	0.0244	0.151
ENSG00000290765		chr9	-	104655363	104659055	-0.39	0.624	
ENSG00000069812	HES2	chr1	-	6412418	6424670	2.64	0.0693	
ENSG00000225968	ELFN1	chr7	+	1665745	1747946	-0.191	0.0167	0.117
ENSG00000149735	GPHA2	chr11	-	64934471	64935893	0.471	0.356	0.687
ENSG00000137207	YIPF3	chr6	-	43511832	43516985	-0.071	0.233	0.564
ENSG00000144199	FAHD2B	chr2	-	97083583	97094882	-0.167	0.0777	0.312
ENSG00000157613	CREB3L1	chr11	+	46277662	46321409	0.0477	0.745	0.916
ENSG00000136848	DAB2IP	chr9	+	121567057	121785530	-0.0598	0.243	0.575
ENSG00000148606	POLR3A	chr10	-	77953148	78029522	0.0805	0.0858	0.33
ENSG00000139132	FGD4	chr12	+	32399558	32646050	0.0205	0.708	0.898
ENSG00000289614		chr1	-	149176141	149176931	0.208	0.471	0.769
ENSG00000247228		chr16	-	70138337	70173483	0.0889	0.958	
ENSG00000281026	N4BP2L2-IT2	chr13	-	32504506	32509395	0.272	0.0389	0.204
ENSG00000134186	PRPF38B	chr1	+	108692310	108702928	0.0757	0.306	0.643
ENSG00000134256	CD101	chr1	+	117001750	117036552	0.511	0.144	0.439
ENSG00000223356		chr1	-	156712212	156713174	0.279	0.849	
ENSG00000286850		chr9	-	94485445	94511614	0.584	0.426	
ENSG00000185133	INPP5J	chr22	+	31122731	31134697	0.0529	0.788	0.93
ENSG00000119559	C19orf25	chr19	-	1461143	1479219	0.0511	0.623	0.855
ENSG00000142961	MOB3C	chr1	-	46607719	46616811	-0.155	0.46	0.763
ENSG00000152078	TLCD4	chr1	+	95117355	95197607	0.25	0.0641	0.277
ENSG00000158816	VWA5B1	chr1	+	20290875	20359518	-0.272	0.725	
ENSG00000147231	RADX	chrX	+	106611930	106679439	-0.0862	0.43	0.742
ENSG00000156876	SASS6	chr1	-	100083563	100132955	0.107	0.101	0.361
ENSG00000120253	NUP43	chr6	-	149724315	149749665	-0.0301	0.536	0.809
ENSG00000197223	C1D	chr2	-	68041130	68110948	0.029	0.756	0.918
ENSG00000154027	AK5	chr1	+	77282019	77559966	0.772	0.000218	0.00399
ENSG00000287870		chr1	+	77248633	77250826	0.449	0.587	
ENSG00000188033	ZNF490	chr19	-	12576100	12640098	0.0528	0.454	0.758
ENSG00000198746	GPATCH3	chr1	-	26890488	26900467	-0.102	0.295	0.631
ENSG00000050327	ARHGEF5	chr7	+	144355288	144380632	0.0921	0.307	0.644
ENSG00000136167	LCP1	chr13	-	46125920	46211871	-0.936	0.429	
ENSG00000135387	CAPRIN1	chr11	+	34051731	34102610	-0.112	0.00756	0.0669
ENSG00000008283	CYB561	chr17	-	63432304	63446354	0.117	0.338	0.671
ENSG00000132128	LRRC41	chr1	-	46261196	46303616	-0.0496	0.393	0.714
ENSG00000173486	FKBP2	chr11	+	64241003	64244132	-0.0198	0.838	0.947
ENSG00000230498		chr1	+	77081984	77086402	-0.136	0.639	0.863
ENSG00000165794	SLC39A2	chr14	+	20999255	21001871	0.758	0.654	
ENSG00000156232	WHAMM	chr15	+	82809628	82836108	0.0364	0.824	0.942
ENSG00000272855		chr1	+	76636877	76637339	-0.461	0.645	
ENSG00000151632	AKR1C2	chr10	-	4987775	5018031	-0.322	0.457	0.76
ENSG00000113734	BNIP1	chr5	+	173144442	173164387	-0.186	0.339	0.672
ENSG00000184005	ST6GALNAC3	chr1	+	76074746	76634603	-0.167	0.00754	0.0668
ENSG00000225393		chrX	+	155468286	155487046	-1.47	0.388	
ENSG00000148288	GBGT1	chr9	-	133152948	133163933	0.187	0.36	0.69
ENSG00000237310	LINC03011	chr7	+	66493607	66495758	-0.296	0.392	0.714
ENSG00000091127	PUS7	chr7	-	105439661	105522271	0.0708	0.236	0.566
ENSG00000184613	NELL2	chr12	-	44508275	44921848	-0.0451	0.413	0.73
ENSG00000126733	DACH2	chrX	+	86148451	86832604	0.459	0.181	0.497
ENSG00000259256	LINC01895	chr18	-	3347696	3383532	2.99	0.0892	
ENSG00000198315	ZKSCAN8	chr6	+	28141883	28159460	-3.24e-05	0.999	1
ENSG00000167523	SPATA33	chr16	+	89657740	89671272	0.157	0.0852	0.328
ENSG00000116273	PHF13	chr1	+	6613731	6624030	0.0385	0.454	0.758
ENSG00000254635	WAC-AS1	chr10	-	28522652	28533066	0.0317	0.743	0.914
ENSG00000099866	MADCAM1	chr19	+	489176	505343	0.0505	0.894	0.97
ENSG00000260971		chr1	-	56154545	56477687	-0.524	0.653	
ENSG00000160094	ZNF362	chr1	+	33256492	33300719	-0.247	0.000274	0.00485
ENSG00000128340	RAC2	chr22	-	37225270	37259594	-0.331	0.474	0.77
ENSG00000125898	FAM110A	chr20	+	833715	857463	-0.288	0.0698	0.294
ENSG00000116791	CRYZ	chr1	-	74705482	74733408	-0.0344	0.636	0.862
ENSG00000182473	EXOC7	chr17	-	76081016	76121576	-0.0225	0.674	0.882
ENSG00000244332		chr10	+	94577439	94611238	1.4	0.000341	0.00584
ENSG00000148672	GLUD1	chr10	-	87050202	87094843	-0.0961	0.0506	0.241
ENSG00000235726		chr2	-	234803808	234913384	-0.427	0.0408	0.211
ENSG00000162923	WDR26	chr1	-	224385146	224437033	0.0232	0.622	0.854
ENSG00000160401	CFAP157	chr9	+	127706988	127716002	-0.542	0.625	
ENSG00000270231	NBPF8	chr1	+	120415035	120469676	-0.0862	0.472	0.769
ENSG00000264522	OTUD7B	chr1	-	149937812	150010726	0.00882	0.877	0.962
ENSG00000254480	LINC02749	chr11	+	4179675	4202663	0.738	0.486	
ENSG00000112697	TMEM30A	chr6	-	75252924	75284948	0.00351	0.951	0.986
ENSG00000116962	NID1	chr1	-	235975830	236065109	-0.34	9.48e-10	5.27e-08
ENSG00000113580	NR3C1	chr5	-	143277931	143435512	0.159	0.466	0.766
ENSG00000215817	ZC3H11B	chr1	-	219608012	219613105	-1.07	0.458	
ENSG00000115541	HSPE1	chr2	+	197500140	197503449	-0.0785	0.13	0.414
ENSG00000231680	LINC02723	chr11	-	64394342	64395831	-0.578	0.782	
ENSG00000137812	KNL1	chr15	+	40594020	40664342	-0.217	0.00185	0.0227
ENSG00000268618		chr19	+	8549506	8550139	-1.16	0.538	
ENSG00000229278		chr10	-	99651595	99659284	0.831	0.276	
ENSG00000229276	REV3L-IT1	chr6	-	111360641	111361607	0.76	0.554	
ENSG00000215845	TSTD1	chr1	-	161037631	161038977	0.00972	0.928	0.981
ENSG00000085491	SLC25A24	chr1	-	108134043	108200849	-0.0973	0.15	0.449
ENSG00000260000		chr6	+	100881450	100882993	-0.0464	0.862	0.955
ENSG00000147889	CDKN2A	chr9	-	21967752	21995301	0.971	0.396	
ENSG00000132026	RTBDN	chr19	-	12825478	12835428	1.02	0.167	
ENSG00000118454	ANKRD13C	chr1	-	70258999	70354734	-0.0538	0.414	0.73
ENSG00000067191	CACNB1	chr17	-	39173453	39197702	0.21	0.152	0.451
ENSG00000206535	LNP1	chr3	+	100401532	100456319	-0.174	0.113	0.384
ENSG00000084636	COL16A1	chr1	-	31652263	31704319	0.323	0.0131	0.0994
ENSG00000151151	IPMK	chr10	-	58191517	58267894	0.0528	0.541	0.812
ENSG00000260586		chr15	+	71332120	71352460	0.532	0.604	
ENSG00000287168		chr9	-	62801534	62802715	-0.443	0.337	0.67
ENSG00000245904	BTG1-DT	chr12	+	92145573	92226557	0.253	0.213	0.539
ENSG00000139304	PTPRQ	chr12	+	80402178	80680273	0.66	0.747	
ENSG00000189292	ALKAL2	chr2	-	279558	288851	0.661	0.588	
ENSG00000223883	LINC01707	chr1	+	69055838	69229607	0.0369	0.974	
ENSG00000180346	TIGD2	chr4	+	89111533	89114901	0.0967	0.173	0.483
ENSG00000065328	MCM10	chr10	+	13161558	13211110	-0.00685	0.888	0.967
ENSG00000214274	ANG	chr14	+	20684177	20698971	-0.206	0.772	
ENSG00000203392		chr15	+	75678548	75680752	0.423	0.31	0.647
ENSG00000277399	GPR179	chr17	-	38324571	38343956	-0.0299	0.97	
ENSG00000162882	HAAO	chr2	-	42767089	42792593	0.216	0.48	0.773
ENSG00000198835	GJC2	chr1	+	228149930	228159826	0.436	0.587	
ENSG00000266028	SRGAP2	chr1	+	206203346	206464436	-0.19	3.69e-05	0.000832
ENSG00000156973	PDE6D	chr2	-	231732433	231786272	-0.0415	0.7	0.894
ENSG00000009724	MASP2	chr1	-	11022009	11047239	-0.334	0.852	
ENSG00000158470	B4GALT5	chr20	-	49632945	49713878	0.195	0.000153	0.00294
ENSG00000180198	RCC1	chr1	+	28505943	28539300	-0.0328	0.558	0.821
ENSG00000136161	RCBTB2	chr13	-	48488963	48533256	0.0578	0.35	0.681
ENSG00000006282	SPATA20	chr17	+	50543058	50555852	0.124	0.248	0.581
ENSG00000110047	EHD1	chr11	-	64851642	64888296	-0.061	0.426	0.739
ENSG00000196118	CFAP119	chr16	-	30757423	30762221	-0.0282	0.927	0.98
ENSG00000086827	ZW10	chr11	-	113733187	113773735	-0.074	0.254	0.586
ENSG00000116704	SLC35D1	chr1	-	66999350	67054148	-0.0229	0.865	0.956
ENSG00000166169	POLL	chr10	-	101578882	101588270	0.205	0.00772	0.068
ENSG00000152763	DNAI4	chr1	-	66812885	66924856	0.134	0.616	0.851
ENSG00000168283	BMI1	chr10	+	22321099	22331484	0.00798	0.92	0.978
ENSG00000134294	SLC38A2	chr12	-	46358188	46372773	-0.105	0.0144	0.106
ENSG00000128699	ORMDL1	chr2	-	189770267	189784364	0.016	0.806	0.935
ENSG00000152942	RAD17	chr5	+	69369293	69414801	-0.018	0.765	0.921
ENSG00000233930	KRTAP5-AS1	chr11	+	1571353	1599184	0.963	0.316	
ENSG00000203721	LINC00862	chr1	-	200253419	200400705	0.0426	0.974	
ENSG00000242622	GSK3B-DT	chr3	+	120094895	120136783	-0.0401	0.815	0.938
ENSG00000099899	TRMT2A	chr22	-	20111875	20117392	0.22	0.0319	0.18
ENSG00000132196	HSD17B7	chr1	+	162790702	162812823	0.0441	0.74	0.913
ENSG00000246273	SBF2-AS1	chr11	+	9758268	9811335	-0.401	0.0464	0.227
ENSG00000121931	LRIF1	chr1	-	110947190	110963965	0.0154	0.848	0.95
ENSG00000275880	NAXD-AS1	chr13	-	110613082	110616353	-0.9	0.284	
ENSG00000203710	CR1	chr1	+	207496147	207641765	0.308	0.803	
ENSG00000228784	LINC00954	chr2	+	19868860	19885047	0.144	0.523	0.801
ENSG00000167644	C19orf33	chr19	+	38304164	38305006	0.097	0.847	0.95
ENSG00000173673	HES3	chr1	+	6244179	6245578	-0.339	0.0459	0.226
ENSG00000169418	NPR1	chr1	+	153678688	153693992	-0.285	0.0262	0.158
ENSG00000226891	LINC01359	chr1	-	64972225	65002489	-0.417	0.254	0.586
ENSG00000278698		chr13	-	106773623	106774279	0.574	0.63	
ENSG00000019505	SYT13	chr11	-	45240302	45286341	-0.0226	0.749	0.916
ENSG00000151491	EPS8	chr12	-	15620134	15882329	-0.237	0.0164	0.116
ENSG00000259033		chr14	+	70255629	70343388	0.299	0.446	0.753
ENSG00000136261	BZW2	chr7	+	16646131	16706523	-0.242	4.99e-06	0.000141
ENSG00000162437	RAVER2	chr1	+	64745075	64833232	0.047	0.496	0.785
ENSG00000185483	ROR1	chr1	+	63774017	64181498	0.395	9.07e-20	1.44e-17
ENSG00000077348	EXOSC5	chr19	-	41386371	41397362	0.0351	0.756	0.918
ENSG00000100316	RPL3	chr22	-	39312882	39320389	-0.0665	0.151	0.449
ENSG00000151743	AMN1	chr12	-	31671142	31729121	-0.123	0.372	0.699
ENSG00000143367	TUFT1	chr1	+	151540305	151583583	-0.117	0.233	0.564
ENSG00000137713	PPP2R1B	chr11	-	111726908	111766389	0.000243	0.996	1
ENSG00000196544	BORCS6	chr17	-	8188345	8190180	-0.0303	0.916	0.976
ENSG00000196167	COLCA1	chr11	-	111290787	111305498	0.278	0.281	0.617
ENSG00000288879		chr6	-	34236075	34236748	-0.000732	0.998	1
ENSG00000230426	LINC01036	chr1	+	187070700	187687674	0.667	0.515	
ENSG00000132854	KANK4	chr1	-	62236165	62319434	-0.475	0.537	
ENSG00000203965	EFCAB7	chr1	+	63523372	63572693	0.0114	0.918	0.978
ENSG00000226950	DANCR	chr4	+	52712325	52723623	0.0319	0.595	0.842
ENSG00000156970	BUB1B	chr15	+	40161023	40221123	-0.197	0.000433	0.0071
ENSG00000102786	INTS6	chr13	-	51354077	51454264	-0.324	2.23e-11	1.61e-09
ENSG00000277767		chr13	+	110916004	110917827	-0.0522	0.896	0.97
ENSG00000125459	MSTO1	chr1	+	155563235	155614951	0.0738	0.353	0.684
ENSG00000013561	RNF14	chr5	+	141958328	141990292	-0.0348	0.671	0.881
ENSG00000172031	EPHX4	chr1	+	92029985	92063538	-0.0917	0.883	
ENSG00000173145	NOC3L	chr10	-	94333226	94362959	0.066	0.265	0.6
ENSG00000126698	DNAJC8	chr1	-	28199456	28233029	-0.157	0.000608	0.00943
ENSG00000289452		chr1	-	26620707	26620910	0.051	0.982	
ENSG00000161547	SRSF2	chr17	-	76734115	76737333	-0.0951	0.0476	0.231
ENSG00000274904		chr16	-	30064306	30064825	-0.785	0.462	
ENSG00000271200	PATJ-DT	chr1	-	61741998	61742424	1.41	0.276	
ENSG00000162066	AMDHD2	chr16	+	2520357	2531422	0.168	0.0942	0.347
ENSG00000254093	PINX1	chr8	-	10764961	10839884	-0.00399	0.967	0.99
ENSG00000164318	EGFLAM	chr5	+	38258409	38465480	1.22	0.0472	
ENSG00000157766	ACAN	chr15	+	88803436	88875353	0.547	0.00119	0.016
ENSG00000162604	TM2D1	chr1	-	61681046	61725423	0.0704	0.471	0.769
ENSG00000260634		chr2	-	127023537	127025826	-1.11	0.401	
ENSG00000168159	RNF187	chr1	+	228487382	228499899	-0.0678	0.279	0.615
ENSG00000267277		chr19	-	11368118	11374935	-0.115	0.834	
ENSG00000226674	TEX41	chr2	+	144666312	145262988	-0.118	0.759	0.918
ENSG00000121486	TRMT1L	chr1	-	185118101	185157072	-0.142	0.0247	0.153
ENSG00000213920	MDP1	chr14	-	24213943	24216070	1.8e-05	1	1
ENSG00000185052	SLC24A3	chr20	+	19212642	19722926	-0.49	0.194	0.514
ENSG00000072121	ZFYVE26	chr14	-	67727374	67816590	0.168	0.00361	0.0379
ENSG00000170075	GPR37L1	chr1	+	202122886	202133592	0.0657	0.929	
ENSG00000160867	FGFR4	chr5	+	177086905	177098144	0.166	0.143	0.437
ENSG00000177663	IL17RA	chr22	+	17084954	17115693	0.024	0.804	0.934
ENSG00000163013	FBXO41	chr2	-	73254682	73284478	0.211	0.04	0.208
ENSG00000197070	ARRDC1	chr9	+	137605685	137615360	0.0315	0.802	0.934
ENSG00000286984		chr8	-	88809949	88813144	0.205	0.81	
ENSG00000131981	LGALS3	chr14	+	55124110	55145423	0.202	0.656	0.872
ENSG00000178449	COX14	chr12	+	50112082	50120457	-0.136	0.347	0.679
ENSG00000176871	WSB2	chr12	-	118032687	118062430	-0.116	0.0934	0.345
ENSG00000177191	B3GNT8	chr19	-	41425359	41428730	-0.272	0.295	0.631
ENSG00000257315	ZBED6	chr1	+	203795623	203854124	0.0204	0.712	0.9
ENSG00000160741	CRTC2	chr1	-	153947669	153958615	0.135	0.226	0.556
ENSG00000127603	MACF1	chr1	+	39081316	39487177	0.0614	0.248	0.58
ENSG00000142102	PGGHG	chr11	+	289126	296107	-0.0134	0.896	0.97
ENSG00000180730	SHISA2	chr13	-	26044597	26052016	0.347	3.37e-13	3.12e-11
ENSG00000021300	PLEKHB1	chr11	+	73646178	73662819	-0.44	4.35e-07	1.54e-05
ENSG00000166321	NUDT13	chr10	+	73110375	73131828	-0.00597	0.988	0.997
ENSG00000274159		chr2	+	32548675	32549040	-0.112	0.917	
ENSG00000135436	FAM186B	chr12	-	49582885	49605639	-0.535	0.543	
ENSG00000183598	H3C13	chr1	-	149813225	149813693	-0.138	0.0724	0.3
ENSG00000170209	ANKK1	chr11	+	113387779	113400416	1.63	0.00119	0.016
ENSG00000197816	CCDC180	chr9	+	97307304	97378751	0.298	0.000492	0.00788
ENSG00000265972	TXNIP	chr1	-	145992435	145996579	0.00593	0.919	0.978
ENSG00000164022	AIMP1	chr4	+	106315544	106349456	0.0161	0.792	0.931
ENSG00000100258	LMF2	chr22	-	50502949	50507702	-0.0316	0.685	0.888
ENSG00000116918	TSNAX	chr1	+	231528541	231566524	0.0455	0.495	0.784
ENSG00000170889	RPS9	chr19	+	54200809	54249003	-0.129	0.0148	0.108
ENSG00000162601	MYSM1	chr1	-	58643440	58700090	0.242	2.38e-06	7.32e-05
ENSG00000127362	TAS2R3	chr7	+	141764097	141765197	0.613	0.0268	0.16
ENSG00000290945	UBE2Q2P2	chr15	+	82355142	82419391	0.103	0.566	0.827
ENSG00000253390	ENTPD4-DT	chr8	+	23458601	23484971	-0.363	0.585	
ENSG00000112320	SOBP	chr6	+	107490106	107661306	-0.0852	0.249	0.581
ENSG00000116016	EPAS1	chr2	+	46293667	46386697	0.198	0.732	
ENSG00000151062	CACNA2D4	chr12	-	1791963	1918666	0.353	0.00723	0.0649
ENSG00000152779	SLC16A12	chr10	-	89430299	89556641	0.557	0.352	
ENSG00000105610	KLF1	chr19	-	12884422	12887201	-0.263	0.693	
ENSG00000197008	ZNF138	chr7	+	64794388	64833681	0.134	0.0361	0.194
ENSG00000134825	TMEM258	chr11	-	61768501	61792802	-0.14	0.0302	0.173
ENSG00000169918	OTUD7A	chr15	-	31475398	31870789	0.481	0.00478	0.0471
ENSG00000058668	ATP2B4	chr1	+	203626832	203744081	-0.197	0.000102	0.00207
ENSG00000188107	EYS	chr6	-	63719980	65707226	-0.223	0.891	
ENSG00000141576	RNF157	chr17	-	76142465	76240493	0.043	0.501	0.788
ENSG00000117586	TNFSF4	chr1	-	173183731	173207331	0.0798	0.77	0.923
ENSG00000234390	USP27X-DT	chrX	-	49876724	49879241	0.0366	0.943	0.984
ENSG00000163541	SUCLG1	chr2	-	84423528	84460045	-0.0811	0.307	0.644
ENSG00000163347	CLDN1	chr3	-	190305707	190322446	0.104	0.811	0.936
ENSG00000110367	DDX6	chr11	-	118747763	118791164	-0.026	0.526	0.802
ENSG00000160613	PCSK7	chr11	-	117204337	117232525	0.0703	0.196	0.518
ENSG00000230587	LINC02580	chr2	-	43092530	43217246	0.398	0.598	
ENSG00000289527		chr10	-	52033793	52039218	0.0802	0.947	
ENSG00000196655	TRAPPC4	chr11	+	119018763	119025454	-0.0685	0.399	0.719
ENSG00000181085	MAPK15	chr8	+	143716340	143722458	0.379	0.037	0.198
ENSG00000167244	IGF2	chr11	-	2129112	2158391	-0.238	0.076	0.309
ENSG00000290092		chr2	+	7876670	7891784	2.3	0.242	
ENSG00000179241	LDLRAD3	chr11	+	35943981	36232136	-0.171	0.000769	0.0114
ENSG00000275805		chr18	-	26565723	26575626	-0.501	0.457	
ENSG00000287613		chr10	-	20095125	20099664	0.712	0.676	
ENSG00000183853	KIRREL1	chr1	+	157993273	158100262	0.0891	0.104	0.366
ENSG00000273489		chr7	-	131493964	131497694	0.905	0.153	
ENSG00000232677	LINC00665	chr19	-	36259540	36331770	0.111	0.0834	0.324
ENSG00000047597	XK	chrX	+	37685791	37732130	0.0397	0.795	0.932
ENSG00000102854	MSLN	chr16	+	760734	768865	0.577	0.476	
ENSG00000175215	CTDSP2	chr12	-	57819927	57846729	-0.264	1.02e-07	4.14e-06
ENSG00000290548		chr5	-	34164698	34244796	0.0655	0.401	0.721
ENSG00000212907	MT-ND4L	chrM	+	10470	10766	0.056	0.767	0.922
ENSG00000224531	SMIM13	chr6	+	11093834	11138733	-0.00797	0.934	0.982
ENSG00000049759	NEDD4L	chr18	+	58044226	58401540	-0.0862	0.0748	0.306
ENSG00000260400		chr10	+	68698500	68700794	0.262	0.106	0.371
ENSG00000162618	ADGRL4	chr1	-	78889764	79282124	-0.614	0.0763	0.31
ENSG00000145241	CENPC	chr4	-	67468762	67545503	-0.0759	0.144	0.439
ENSG00000291232		chr1	+	148402516	148432545	0.363	0.45	0.757
ENSG00000186063	AIDA	chr1	-	222668013	222713210	-0.0304	0.525	0.802
ENSG00000185974	GRK1	chr13	+	113667219	113737736	-0.457	0.512	
ENSG00000258944		chr14	-	73272182	73274081	1.57	0.0319	
ENSG00000135837	CEP350	chr1	+	179954674	180114880	0.011	0.835	0.946
ENSG00000249158	PCDHA11	chr5	+	140868183	141012347	-0.325	0.387	0.71
ENSG00000236383	CCDC200	chr17	-	43216941	43305397	1.11	0.571	
ENSG00000261183	SPINT1-AS1	chr15	-	40835808	40844442	0.282	0.616	
ENSG00000171163	ZNF692	chr1	-	248850006	248859144	0.0771	0.543	0.813
ENSG00000253729	PRKDC	chr8	-	47773111	47960178	0.235	5.9e-06	0.000163
ENSG00000109103	UNC119	chr17	-	28546708	28552631	0.0803	0.337	0.67
ENSG00000116133	DHCR24	chr1	-	54849627	54887195	0.172	0.0138	0.103
ENSG00000287920		chr6	+	11291299	11296224	-0.541	0.594	
ENSG00000181467	RAP2B	chr3	+	153162226	153170627	-0.0616	0.227	0.557
ENSG00000143226	FCGR2A	chr1	+	161505430	161524013	-0.935	0.551	
ENSG00000178184	PARD6G	chr18	-	80157232	80247514	-0.0724	0.366	0.694
ENSG00000186951	PPARA	chr22	+	46150521	46243755	0.287	0.0339	0.187
ENSG00000285755		chr2	-	57289648	57380132	0.0419	0.976	
ENSG00000155761	SPAG17	chr1	-	117953590	118185228	-0.338	0.408	0.726
ENSG00000163159	VPS72	chr1	-	151176304	151195321	-0.113	0.0456	0.225
ENSG00000286389		chr1	+	227786753	227792179	0.954	0.0414	0.212
ENSG00000187522	HSPA14	chr10	+	14838306	14871741	-0.152	0.0521	0.246
ENSG00000111696	NT5DC3	chr12	-	103770453	103841234	0.277	0.000613	0.00949
ENSG00000196465	MYL6B	chr12	+	56152256	56159647	-0.151	0.00673	0.061
ENSG00000285473		chr1	+	68974010	69023558	0.0705	0.975	
ENSG00000112787	FBRSL1	chr12	+	132489551	132585188	-0.0895	0.197	0.518
ENSG00000139291	TMEM19	chr12	+	71686082	71705047	-0.16	0.123	0.402
ENSG00000107798	LIPA	chr10	-	89213569	89414557	-0.396	5.66e-07	1.96e-05
ENSG00000273554		KI270728.1	-	1139577	1147868	0.0741	0.928	
ENSG00000243725	TTC4	chr1	+	54715861	54742657	-0.0695	0.318	0.653
ENSG00000253300		chr8	-	20655184	20700152	-0.0412	0.945	
ENSG00000101695	RNF125	chr18	+	32018825	32073219	0.219	0.0282	0.166
ENSG00000275936		chr12	+	120224744	120225421	0.229	0.801	
ENSG00000109079	TNFAIP1	chr17	+	28335602	28347009	-0.038	0.593	0.841
ENSG00000058673	ZC3H11A	chr1	+	203795623	203854999	-0.0882	0.172	0.482
ENSG00000160551	TAOK1	chr17	+	29390363	29551903	0.116	0.00514	0.05
ENSG00000149532	CPSF7	chr11	-	61402641	61430031	-0.0692	0.143	0.438
ENSG00000105641	SLC5A5	chr19	+	17871945	17895174	-0.0418	0.907	0.974
ENSG00000198625	MDM4	chr1	+	204516379	204558120	0.15	0.0267	0.16
ENSG00000160753	RUSC1	chr1	+	155320894	155331114	-0.0384	0.641	0.863
ENSG00000198492	YTHDF2	chr1	+	28736621	28769775	-0.0789	0.0684	0.29
ENSG00000158292	GPR153	chr1	-	6247353	6261098	-0.0864	0.214	0.54
ENSG00000034053	APBA2	chr15	+	28884483	29118315	-0.0985	0.0972	0.354
ENSG00000082781	ITGB5	chr3	-	124761948	124901418	-0.867	2.52e-48	2.55e-45
ENSG00000270091		chr17	-	19896590	19897287	0.576	0.397	
ENSG00000143322	ABL2	chr1	-	179099330	179229684	0.108	0.0314	0.178
ENSG00000107984	DKK1	chr10	+	52314281	52318042	2.96	6.88e-18	9.95e-16
ENSG00000139372	TDG	chr12	+	103965822	103988874	-0.0786	0.16	0.464
ENSG00000163472	TMEM79	chr1	+	156282935	156293185	0.0508	0.793	0.931
ENSG00000274654		chr15	-	48528980	48529728	0.408	0.457	0.76
ENSG00000113595	TRIM23	chr5	-	65589690	65625975	0.0021	0.977	0.994
ENSG00000133703	KRAS	chr12	-	25205246	25250936	-0.108	0.0245	0.152
ENSG00000123360	PDE1B	chr12	+	54549601	54579239	-0.107	0.569	0.829
ENSG00000157211	CDCP2	chr1	-	54132687	54153770	-1.61	0.264	
ENSG00000143632	ACTA1	chr1	-	229430365	229434104	0.758	0.0855	0.329
ENSG00000139973	SYT16	chr14	+	61811974	62112550	0.183	0.485	0.776
ENSG00000165338	HECTD2	chr10	+	91409280	91514829	-0.0607	0.272	0.607
ENSG00000065675	PRKCQ	chr10	-	6427143	6580301	0.0672	0.552	0.818
ENSG00000186594	MIR22HG	chr17	-	1711447	1717174	-0.0748	0.883	0.964
ENSG00000126457	PRMT1	chr19	+	49675786	49689029	-0.146	0.00925	0.0777
ENSG00000253304	TMEM200B	chr1	-	29119429	29123903	-0.335	0.516	0.797
ENSG00000070444	MNT	chr17	-	2384073	2401104	0.0529	0.473	0.77
ENSG00000270820	USP34-DT	chr2	+	61471188	61484130	0.259	0.49	0.78
ENSG00000105568	PPP2R1A	chr19	+	52170936	52229518	-0.109	0.0191	0.128
ENSG00000286019	NOTCH2NLB	chr1	-	148600285	148679746	0.0457	0.701	0.894
ENSG00000249740	OSMR-DT	chr5	-	38682581	38845829	0.0702	0.968	
ENSG00000116251	RPL22	chr1	-	6185020	6209389	-0.0763	0.0624	0.274
ENSG00000155034	FBXL18	chr7	-	5431335	5513809	0.0185	0.805	0.934
ENSG00000102287	GABRE	chrX	-	151953124	151974680	-0.0564	0.858	0.954
ENSG00000289555		chr2	+	241508904	241509916	0.572	0.318	
ENSG00000061936	SFSWAP	chr12	+	131711081	131799738	0.0141	0.802	0.934
ENSG00000181284	TMEM102	chr17	+	7435435	7437679	0.499	0.226	0.556
ENSG00000162695	SLC30A7	chr1	+	100896076	100981757	0.128	0.034	0.187
ENSG00000286888		chr4	+	16322954	16326967	-0.492	0.684	
