gene_ID	hgnc_symbol	chr	strand	start	end	PPARG_CE_log2FoldChange	PPARG_CE_pvalue	PPARG_CE_padj	PPARG_KO_log2FoldChange	PPARG_KO_pvalue	PPARG_KO_padj	PPARG_PTC_log2FoldChange	PPARG_PTC_pvalue	PPARG_PTC_padj
ENSG00000224621		chr1	+	16159266	16161883	0.0907	0.963		-0.118	0.952		0.0687	0.972	
ENSG00000242441	GTF2A1L	chr2	+	48617798	48733148	-1.28	0.018	0.0466	-0.575	0.254	0.418	-1.44	0.00975	0.0299
ENSG00000133874	RNF122	chr8	-	33547754	33567128	0.226	0.506	0.634	0.18	0.595	0.739	-0.261	0.457	0.605
ENSG00000122882	ECD	chr10	-	73130155	73169055	0.106	0.332	0.469	0.192	0.079	0.179	0.259	0.0167	0.0467
ENSG00000267530	LINC01836	chr19	+	782755	786092	1.43	0.0119	0.0331	0.895	0.122	0.247	1.24	0.0294	0.0741
ENSG00000026751	SLAMF7	chr1	+	160739057	160754821	-0.984	0.0702	0.141	-0.457	0.377	0.549	-0.0273	0.956	0.976
ENSG00000158955	WNT9B	chr17	+	46833201	46886730	0.176	0.723	0.811	0.639	0.202	0.355	-1.57	0.00219	0.00865
ENSG00000173402	DAG1	chr3	+	49468713	49535618	-0.702	5.24e-09	9.83e-08	-0.564	3.57e-06	4.59e-05	-0.575	1.6e-06	1.91e-05
ENSG00000043039	BARX2	chr11	+	129375848	129452279	0.558	0.259	0.389	1.2	0.0119	0.0426	0.652	0.181	0.31
ENSG00000111186	WNT5B	chr12	+	1529891	1647212	1.46	0.0169	0.0441	0.789	0.208	0.362	1.2	0.0507	0.115
ENSG00000247373	TMED2-DT	chr12	-	123575891	123585115	0.665	0.0149	0.0398	0.226	0.421	0.593	0.283	0.307	0.457
ENSG00000122224	LY9	chr1	+	160796074	160828261	-2.87	0.000886	0.00374	-1.6	0.0136	0.0472	-1.59	0.0152	0.0432
ENSG00000135373	EHF	chr11	+	34621093	34663288	-2.92	0.136		-0.813	0.635		-0.714	0.671	
ENSG00000124429	POF1B	chrX	-	85277396	85379717	-2.05	1.3e-11	4.24e-10	-1.42	2.68e-06	3.56e-05	-1.58	1.19e-07	1.93e-06
ENSG00000183150	GPR19	chr12	-	12660890	12696207	0.963	0.159	0.269	1.72	0.0098	0.0365	1.51	0.0221	0.0587
ENSG00000158764	ITLN2	chr1	-	160945025	160954809	-0.402	0.746	0.828	0.369	0.748	0.848	-1.86	0.204	0.339
ENSG00000251138	LINC02882	chr12	-	73820315	74402600	-1.1	0.301	0.436	-2.19	0.0563	0.14	-1.24	0.241	0.384
ENSG00000289121		chr1	+	161046027	161046855	1.41	0.00251	0.009	0.319	0.519	0.679	0.455	0.358	0.51
ENSG00000175518	UBQLNL	chr11	-	5514393	5518431	0.345	0.743		0.195	0.857		-0.804	0.495	
ENSG00000164144	ARFIP1	chr4	+	152779937	152918463	-0.387	3.76e-05	0.000251	-0.25	0.00771	0.0303	-0.312	0.000801	0.0037
ENSG00000281358	RASSF1-AS1	chr3	+	50337511	50338300	0.464	0.726		-0.129	0.927		-1.48	0.362	
ENSG00000181143	MUC16	chr19	-	8848844	9010390	-0.0413	0.863	0.913	-0.163	0.501	0.664	-0.417	0.0829	0.169
ENSG00000250266	LINC01612	chr4	+	170226535	170284881	1.27	0.000197	0.00104	0.907	0.00911	0.0345	0.638	0.0655	0.141
ENSG00000133083	DCLK1	chr13	-	35768652	36131382	0.873	0.00979	0.0281	1.23	0.00034	0.00239	0.495	0.143	0.258
ENSG00000176476	SGF29	chr16	+	28553915	28591790	-0.718	2.3e-07	2.91e-06	-0.497	0.000215	0.00162	-0.584	1.68e-05	0.000142
ENSG00000175581	MRPL48	chr11	+	73787872	73865133	0.0396	0.736	0.82	-0.0145	0.901	0.945	-0.0617	0.599	0.725
ENSG00000107438	PDLIM1	chr10	-	95237572	95291012	0.975	0.00022	0.00114	0.73	0.00628	0.0259	0.856	0.00113	0.00497
ENSG00000143258	USP21	chr1	+	161159450	161165723	0.0467	0.676	0.775	0.0894	0.417	0.589	-0.0616	0.581	0.711
ENSG00000078269	SYNJ2	chr6	+	157981863	158099176	0.0254	0.828	0.888	0.0489	0.678	0.801	0.12	0.3	0.449
ENSG00000172795	DCP2	chr5	+	112976702	113022195	-0.791	1.64e-05	0.000121	-0.709	0.000136	0.00109	-0.765	2.94e-05	0.00023
ENSG00000158859	ADAMTS4	chr1	-	161184302	161199054	-4.4	1.42e-21	2.08e-19	-3.96	2.55e-23	5.88e-21	-4.44	5.7e-22	1.04e-19
ENSG00000163209	SPRR3	chr1	+	153001747	153003856	0.158	0.77	0.845	0.733	0.16	0.302	0.0492	0.927	0.956
ENSG00000125651	GTF2F1	chr19	-	6379572	6393981	-0.28	0.00468	0.0152	-0.136	0.172	0.318	-0.176	0.0736	0.154
ENSG00000143252	SDHC	chr1	+	161314381	161363206	-0.015	0.886	0.929	0.047	0.654	0.783	0.081	0.435	0.585
ENSG00000259088		chr14	-	101796555	101810321	-0.899	0.567		-1.22	0.436		0.0257	0.985	
ENSG00000269404	SPIB	chr19	+	50418938	50431314	1.57	0.00347	0.0119	1.74	0.00137	0.00756	1.14	0.0336	0.0823
ENSG00000126500	FLRT1	chr11	+	64035931	64119173	-1.62	0.449		-0.505	0.809		-1.55	0.47	
ENSG00000288670		chr1	+	161368022	161371964	0.0211	0.916	0.951	-0.0126	0.95	0.973	0.0773	0.697	0.8
ENSG00000115268	RPS15	chr19	+	1438358	1440495	-0.376	0.00057	0.00258	-0.304	0.00595	0.0247	-0.421	0.000113	0.000713
ENSG00000283696		chr1	+	161399409	161422424	0.73	0.673		-0.37	0.847		-2.38	0.23	
ENSG00000111790	FGFR1OP2	chr12	+	26938470	26966650	-0.124	0.268	0.399	-0.229	0.0414	0.111	-0.286	0.0103	0.0314
ENSG00000138029	HADHB	chr2	+	26243170	26290465	-0.0849	0.139	0.242	-0.0895	0.115	0.238	-0.0905	0.111	0.214
ENSG00000277459		chr11	-	102109827	102110457	-0.451	0.612	0.725	-1.27	0.168	0.311	-0.000564	0.999	1
ENSG00000167670	CHAF1A	chr19	+	4402640	4445018	0.149	0.124	0.221	0.0735	0.45	0.62	0.226	0.0186	0.0511
ENSG00000116141	MARK1	chr1	+	220528136	220664461	0.468	0.00657	0.0201	0.255	0.143	0.279	-0.0104	0.952	0.974
ENSG00000119689	DLST	chr14	+	74881891	74903743	-0.511	3.31e-08	5.13e-07	-0.492	1.31e-07	2.41e-06	-0.378	3.91e-05	0.00029
ENSG00000183230	CTNNA3	chr10	-	65912457	67763637	2.63	1.02e-05	8.05e-05	1.52	0.013	0.0455	1.55	0.0108	0.0327
ENSG00000131848	ZSCAN5A	chr19	-	56219670	56368383	-0.16	0.392	0.528	0.0607	0.741	0.845	0.0501	0.784	0.861
ENSG00000121068	TBX2	chr17	+	61399843	61409466	-0.254	0.171	0.284	0.284	0.115	0.236	0.234	0.191	0.323
ENSG00000275389		chr12	+	124085761	124088598	0.445	0.627	0.737	-0.673	0.502	0.664	-0.574	0.554	0.689
ENSG00000229227		chr10	+	46597918	46612154	1.94	0.549		3.26	0.304		3.41	0.275	
ENSG00000095209	TMEM38B	chr9	+	105694541	105776629	-0.0876	0.555	0.677	0.0024	0.987	0.993	0.17	0.245	0.387
ENSG00000075188	NUP37	chr12	-	102073103	102120120	0.133	0.229	0.354	0.11	0.321	0.49	0.216	0.0494	0.113
ENSG00000185033	SEMA4B	chr15	+	90160604	90229679	-0.613	0.00319	0.0111	-0.333	0.111	0.231	-0.725	0.000475	0.00239
ENSG00000196189	SEMA4A	chr1	+	156147366	156177752	-0.00848	0.989	0.995	0.391	0.527	0.685	-0.382	0.541	0.677
ENSG00000198929	NOS1AP	chr1	+	162069691	162370475	0.113	0.602	0.716	0.288	0.173	0.319	0.0293	0.892	0.931
ENSG00000151552	QDPR	chr4	-	17460261	17512206	0.242	0.166	0.278	0.162	0.358	0.529	0.298	0.0857	0.173
ENSG00000130755	GMFG	chr19	-	39328353	39342372	-0.591	0.799		-2.17	0.355		-0.758	0.743	
ENSG00000291144		chr11	+	4393775	4520905	-2.48	9.02e-06	7.23e-05	-1.57	0.00123	0.00691	-1.85	0.000236	0.00133
ENSG00000136928	GABBR2	chr9	-	98288109	98708935	0.673	0.00377	0.0127	0.824	0.000374	0.00259	0.713	0.00196	0.00788
ENSG00000217930	PAM16	chr16	-	4331549	4355607	0.145	0.466	0.598	-0.119	0.551	0.705	0.237	0.228	0.368
ENSG00000143155	TIPRL	chr1	+	168178962	168202109	0.595	0.000633	0.00282	0.487	0.00556	0.0234	0.648	0.000182	0.00107
ENSG00000290898		chr10	-	48010132	48031640	1.2	0.0522	0.111	0.26	0.69	0.809	0.0533	0.935	0.962
ENSG00000189090	FAM25G	chr10	-	47487219	47491700	-3.99	0.0329		-5.69	0.00421		-1.93	0.24	0.383
ENSG00000196352	CD55	chr1	+	207321519	207386804	-1.31	1.45e-07	1.91e-06	-0.745	0.00319	0.0148	-1.14	4.7e-06	4.78e-05
ENSG00000132563	REEP2	chr5	+	138439057	138446969	1.02	0.275	0.408	-0.0732	0.943	0.969	0.204	0.837	0.898
ENSG00000100299	ARSA	chr22	-	50622754	50628173	0.184	0.329	0.466	0.182	0.334	0.505	-0.171	0.372	0.525
ENSG00000068120	COASY	chr17	+	42561467	42566277	-0.695	6.16e-10	1.43e-08	-0.532	2.47e-06	3.3e-05	-0.657	4.25e-09	9.73e-08
ENSG00000184194	GPR173	chrX	+	53048789	53080615	0.512	0.273	0.405	0.236	0.619	0.758	-0.496	0.319	0.469
ENSG00000239415		chr21	-	46251549	46254133	0.818	0.0898	0.172	0.244	0.628	0.764	0.909	0.0574	0.127
ENSG00000134222	PSRC1	chr1	-	109279556	109283186	0.685	0.000892	0.00376	0.46	0.0271	0.08	0.675	0.001	0.00449
ENSG00000276261		chr12	+	27700066	27700574	0.125	0.847	0.902	-0.0905	0.888	0.938	-0.0963	0.882	0.925
ENSG00000184108	TRIML1	chr4	+	188139441	188147743	1.65	1.15e-10	3.06e-09	1.66	1.02e-10	3.57e-09	1.8	1.16e-12	5.45e-11
ENSG00000143248	RGS5	chr1	-	163111121	163321791	1.73	0.000584	0.00263	0.427	0.408	0.58	1.44	0.00437	0.0153
ENSG00000227630	LINC01132	chr1	+	234724042	234736720	-2.52	0.0709		-2.78	0.0485		-2.58	0.0637	0.138
ENSG00000188811	NHLRC3	chr13	+	39038306	39050109	-0.237	0.0466	0.101	-0.377	0.00166	0.00878	-0.426	0.000361	0.0019
ENSG00000234171	RNASEH1-DT	chr2	+	3558419	3564842	0.371	0.125	0.223	0.14	0.564	0.715	0.456	0.0554	0.123
ENSG00000265944	LINC01387	chr18	+	6511416	6590653	1.8	0.555		-2.06	0.527		-0.927	0.773	
ENSG00000269887		chr1	+	164680085	164680799	1.28	0.0189	0.0484	1.29	0.0196	0.0626	0.471	0.415	0.566
ENSG00000166228	PCBD1	chr10	-	70882280	70888565	0.277	0.0348	0.0801	0.279	0.0337	0.0949	0.416	0.00136	0.00579
ENSG00000065243	PKN2	chr1	+	88684222	88836255	0.345	7.4e-05	0.000448	0.195	0.0266	0.0788	0.375	1.49e-05	0.000129
ENSG00000122359	ANXA11	chr10	-	80150889	80205572	0.222	0.00397	0.0133	0.109	0.16	0.301	0.156	0.0419	0.0985
ENSG00000164823	OSGIN2	chr8	+	89901849	89927888	0.205	0.0973	0.183	0.129	0.298	0.467	0.222	0.0699	0.148
ENSG00000288891		chr9	+	41358861	41505187	0.357	0.688	0.784	-0.219	0.81	0.889	-0.412	0.654	0.769
ENSG00000100410	PHF5A	chr22	-	41459717	41468692	-0.0709	0.466	0.598	0.0757	0.432	0.604	0.11	0.249	0.392
ENSG00000169604	ANTXR1	chr2	+	69013176	69249327	1.85	3.43e-05	0.000232	1.49	0.000993	0.00576	1.61	0.000288	0.00157
ENSG00000198960	ARMCX6	chrX	-	101615118	101618001	0.247	0.00526	0.0167	0.243	0.00568	0.0238	0.231	0.00855	0.0269
ENSG00000274180	NATD1	chr17	-	21238870	21253410	-0.223	0.26	0.39	0.181	0.367	0.539	-0.228	0.249	0.392
ENSG00000259788	UAP1-DT	chr1	-	162560227	162561308	0.103	0.971		2.63	0.332		2.45	0.365	
ENSG00000166164	BRD7	chr16	-	50313487	50368988	-0.0502	0.445	0.579	0.000191	0.998	0.999	0.0697	0.284	0.431
ENSG00000185122	HSF1	chr8	+	144291591	144314720	-0.446	3.49e-07	4.2e-06	-0.286	0.00112	0.00636	-0.337	0.000105	0.000674
ENSG00000145416	MARCHF1	chr4	-	163524298	164384050	1.08	0.39		0.695	0.594		0.659	0.605	
ENSG00000257497	GLIPR1-AS1	chr12	-	75483454	75489820	-0.808	0.216	0.339	-0.0341	0.954	0.975	-0.0166	0.978	0.992
ENSG00000260418		chr6	-	136335714	136336087	-1.18	0.022	0.0548	-0.451	0.334	0.504	-0.753	0.119	0.225
ENSG00000254039		chr17	+	49914403	49932918	-1.4	0.514		0.145	0.941		0.00152	0.999	
ENSG00000108344	PSMD3	chr17	+	39980807	39997959	-0.653	3.74e-12	1.34e-10	-0.509	7.79e-08	1.53e-06	-0.488	1.8e-07	2.78e-06
ENSG00000155100	OTUD6B	chr8	+	91070196	91087095	0.404	0.0171	0.0446	0.308	0.0711	0.166	0.526	0.00176	0.00722
ENSG00000286171		chr7	+	148941483	148941638	-0.626	0.844		0.787	0.799		0.102	0.974	
ENSG00000102978	POLR2C	chr16	+	57462660	57472009	-0.0542	0.509	0.636	-0.196	0.0175	0.0573	-0.031	0.703	0.804
ENSG00000128408	RIBC2	chr22	+	45413693	45432509	-0.437	0.371	0.508	-0.773	0.116	0.239	-0.413	0.389	0.542
ENSG00000129422	MTUS1	chr8	-	17643795	17801094	-1.53	1.61e-06	1.61e-05	-1.14	0.000407	0.00279	-1.44	5.38e-06	5.38e-05
ENSG00000155749	FLACC1	chr2	-	201288271	201357398	1.94	0.0391	0.0881	1.84	0.0522	0.133	1.48	0.123	0.23
ENSG00000143198	MGST3	chr1	+	165631213	165661796	-1.44	2.06e-82	6.96e-79	-1.43	4.31e-81	1.19e-77	-1.35	2.86e-73	7.25e-70
ENSG00000072501	SMC1A	chrX	-	53374149	53422728	0.327	0.00115	0.00468	0.283	0.00545	0.023	0.437	1.32e-05	0.000116
ENSG00000139329	LUM	chr12	-	91102629	91111494	2.27	2.2e-17	1.83e-15	2.32	1.18e-17	1.38e-15	2.02	4.74e-14	2.8e-12
ENSG00000117650	NEK2	chr1	-	211658657	211675630	0.573	0.0035	0.012	0.304	0.126	0.253	0.565	0.0038	0.0136
ENSG00000143179	UCK2	chr1	+	165827614	165911618	0.234	0.0483	0.105	0.211	0.0761	0.174	0.315	0.00746	0.024
ENSG00000168118	RAB4A	chr1	+	229271062	229305894	0.244	0.052	0.111	0.17	0.179	0.327	0.0272	0.829	0.892
ENSG00000168454	TXNDC2	chr18	+	9885766	9889275	-0.19	0.666	0.767	-0.52	0.248	0.411	-0.432	0.332	0.483
ENSG00000196345	ZKSCAN7	chr3	+	44555193	44594173	0.941	1.89e-05	0.000137	0.956	1.23e-05	0.000137	0.557	0.0129	0.0377
ENSG00000136628	EPRS1	chr1	-	219968600	220046530	-0.549	7.66e-05	0.000461	-0.354	0.0118	0.042	-0.398	0.004	0.0142
ENSG00000287513		chr1	+	241640555	241641835	0.385	0.694	0.789	-0.279	0.783	0.873	-0.229	0.825	0.89
ENSG00000131653	TRAF7	chr16	+	2155698	2178129	-0.581	3.61e-08	5.55e-07	-0.558	1.46e-07	2.65e-06	-0.553	1.36e-07	2.18e-06
ENSG00000129993	CBFA2T3	chr16	-	88874858	88977207	-1.58	2.57e-05	0.00018	-0.71	0.0554	0.139	-1.51	4.84e-05	0.000349
ENSG00000142623	PADI1	chr1	+	17205128	17246007	-1.71	0.00436	0.0143	-1.53	0.0112	0.0405	-3.28	3.39e-07	4.87e-06
ENSG00000103145	HCFC1R1	chr16	-	3022625	3024286	-0.105	0.555	0.678	-0.0568	0.749	0.849	-0.103	0.558	0.692
ENSG00000289057		chr1	-	234599568	234600057	-1.94	0.37		-3.62	0.112		-0.839	0.68	
ENSG00000258525		chr14	-	30876179	30889808	0.703	0.183	0.299	0.158	0.777	0.867	0.243	0.657	0.772
ENSG00000152382	TADA1	chr1	-	166856510	166876264	-0.00869	0.943	0.967	0.0691	0.565	0.716	0.153	0.2	0.335
ENSG00000261632		chr15	+	71972206	72040265	-1.04	0.0269	0.065	-1.05	0.023	0.0709	-1.77	0.000448	0.00227
ENSG00000165943	MOAP1	chr14	-	93182199	93184923	-0.257	0.019	0.0486	-0.448	4.39e-05	0.000411	-0.257	0.0178	0.0493
ENSG00000108599	AKAP10	chr17	-	19904302	19978343	-0.253	0.00171	0.00653	-0.358	9.42e-06	0.000108	-0.245	0.00222	0.00874
ENSG00000025434	NR1H3	chr11	+	47248300	47269033	-0.574	2.18e-08	3.53e-07	-0.59	3.99e-09	1.03e-07	-0.629	7.07e-10	1.94e-08
ENSG00000154654	NCAM2	chr21	+	20998409	21543329	0.869	0.165	0.276	0.222	0.728	0.836	0.477	0.453	0.601
ENSG00000143190	POU2F1	chr1	+	167220876	167427345	-0.193	0.195	0.314	-0.0156	0.918	0.955	-0.204	0.17	0.296
ENSG00000287218		chr1	+	167455195	167458646	4.01	0.0183		2.53	0.157		0.967	0.628	
ENSG00000013583	HEBP1	chr12	-	12974870	13000265	0.407	0.0675	0.137	0.361	0.108	0.227	-0.276	0.217	0.354
ENSG00000134255	CEPT1	chr1	+	111139479	111185104	-0.0096	0.907	0.944	-0.0409	0.62	0.758	0.0908	0.265	0.411
ENSG00000159753	CARMIL2	chr16	+	67644988	67657569	0.104	0.626	0.735	-0.0283	0.894	0.941	0.193	0.358	0.509
ENSG00000197965	MPZL1	chr1	+	167721192	167791919	0.482	0.000169	0.000911	0.33	0.0111	0.0401	0.621	1.18e-06	1.46e-05
ENSG00000289138		chr3	+	19951702	19953352	0.378	0.163	0.274	0.23	0.402	0.574	0.0983	0.719	0.816
ENSG00000103037	SETD6	chr16	+	58515479	58523842	-0.293	0.0181	0.0467	-0.262	0.033	0.0936	-0.364	0.00325	0.0119
ENSG00000282393		chr19	-	248551	251571	1.1	0.00924	0.0268	0.73	0.0849	0.189	1.06	0.0115	0.0344
ENSG00000247011		chr17	-	50934989	50944713	0.231	0.851	0.905	0.637	0.61	0.751	-0.597	0.647	0.764
ENSG00000286138		chr19	+	7943967	7949600	-0.34	0.719	0.808	-0.438	0.632	0.767	0.123	0.891	0.93
ENSG00000229109	FRMD3-AS1	chr9	+	83219288	83238463	-0.987	0.436		-1.63	0.247		-0.99	0.434	
ENSG00000286722		chr7	-	129366827	129374486	-3.08	0.0787		-1.18	0.434		-4.03	0.0211	
ENSG00000102524	TNFSF13B	chr13	+	108251240	108308484	-0.249	0.667	0.768	-0.627	0.29	0.458	-1.02	0.0913	0.182
ENSG00000056586	RC3H2	chr9	-	122844556	122905359	0.172	0.0176	0.0457	0.0699	0.339	0.51	0.151	0.037	0.0891
ENSG00000169896	ITGAM	chr16	+	31259967	31332892	-1.54	0.441		-1.39	0.491		0.429	0.807	
ENSG00000175832	ETV4	chr17	-	43527844	43579620	-1.65	2.38e-05	0.000169	-1.01	0.0107	0.0391	-1.66	1.97e-05	0.000164
ENSG00000130731	METTL26	chr16	-	634427	636366	-0.127	0.39	0.526	-0.333	0.0248	0.0749	-0.218	0.138	0.252
ENSG00000054267	ARID4B	chr1	-	235131634	235328219	0.116	0.283	0.416	0.344	0.00161	0.00859	0.211	0.05	0.114
ENSG00000143147	GPR161	chr1	-	168079542	168137667	2.22	4.01e-05	0.000264	1.76	0.00134	0.0074	1.72	0.00149	0.00626
ENSG00000172425	TTC36	chr11	+	118527472	118531197	1.96	0.207		1.7	0.276		0.00378	0.998	
ENSG00000276698		chr14	+	24198433	24199090	-0.0111	0.987	0.994	0.191	0.784	0.873	0.163	0.815	0.883
ENSG00000237594	TIAM1-AS1	chr21	+	31559245	31560487	0.771	0.318	0.453	0.58	0.45	0.62	-0.219	0.79	0.865
ENSG00000143153	ATP1B1	chr1	+	169105697	169310992	-2.36	8.77e-24	1.61e-21	-1.71	4.46e-13	2.46e-11	-2.31	4.95e-23	1.08e-20
ENSG00000092094	OSGEP	chr14	-	20446401	20455089	0.67	3.43e-05	0.000232	0.441	0.00696	0.0279	0.635	8.1e-05	0.000539
ENSG00000271119	LINC03067	chr5	+	1594626	1611467	-1.48	0.492		-0.398	0.848		-0.742	0.729	
ENSG00000283648		chr7	-	148543677	148572177	0.183	0.957		-0.462	0.893		0.00675	0.998	
ENSG00000291156		chr1	+	1059687	1066459	0.133	0.788	0.858	0.531	0.275	0.442	-0.222	0.659	0.773
ENSG00000275769		chr12	-	31443792	31444208	1.95	0.397		-0.725	0.778		0.0527	0.983	
ENSG00000198734	F5	chr1	-	169511951	169586588	2.45	0.00174	0.00662	2.7	0.000559	0.00361	2.42	0.00195	0.00784
ENSG00000278916	CEP83-DT	chr12	+	94460003	94462484	1.19	0.108	0.199	1.11	0.127	0.254	0.147	0.855	0.909
ENSG00000226009	KCNIP2-AS1	chr10	+	101818773	101828885	-0.565	0.539	0.662	-0.458	0.593	0.738	-0.0631	0.941	0.966
ENSG00000144283	PKP4	chr2	+	158456952	158682879	0.891	1.34e-08	2.26e-07	0.671	2.39e-05	0.000244	0.964	6.9e-10	1.9e-08
ENSG00000110074	FOXRED1	chr11	+	126269024	126278131	0.409	3.52e-05	0.000237	0.31	0.00182	0.0095	0.371	0.000169	0.001
ENSG00000212916	MAP10	chr1	+	232805416	232809929	0.86	0.000161	0.000876	0.625	0.00645	0.0264	0.792	0.00048	0.00241
ENSG00000137494	ANKRD42	chr11	+	83193712	83260694	-0.0437	0.773	0.847	-0.00184	0.99	0.995	-0.0123	0.935	0.962
ENSG00000132613	MTSS2	chr16	-	70661204	70686053	-0.508	0.00221	0.00808	-0.643	0.000124	0.001	-0.537	0.00116	0.00506
ENSG00000251538	LINC02201	chr5	-	122628952	122730685	2.88	0.00181	0.00683	2.41	0.01	0.0372	3.19	0.000485	0.00243
ENSG00000140948	ZCCHC14	chr16	-	87406246	87493024	0.229	0.0423	0.0937	0.152	0.181	0.33	0.19	0.0912	0.182
ENSG00000169860	P2RY1	chr3	+	152835131	152841439	0.635	0.181	0.297	0.274	0.57	0.72	0.51	0.283	0.43
ENSG00000137331	IER3	chr6	-	30743199	30744548	-1.18	0.000759	0.00329	-0.777	0.0285	0.0829	-1.2	0.000598	0.00289
ENSG00000020256	ZFP64	chr20	-	52051663	52204308	0.639	1.37e-05	0.000104	0.449	0.00242	0.0119	0.614	2.64e-05	0.00021
ENSG00000188404	SELL	chr1	-	169690665	169711702	0.546	0.447	0.581	0.662	0.348	0.519	0.11	0.881	0.924
ENSG00000104419	NDRG1	chr8	-	133237175	133302022	-0.728	0.217	0.34	-0.229	0.702	0.817	-1.71	0.00365	0.0131
ENSG00000004777	ARHGAP33	chr19	+	35774532	35788822	1.08	1.62e-05	0.00012	0.791	0.00198	0.0101	0.686	0.00726	0.0235
ENSG00000176244	ACBD7	chr10	-	15075475	15088776	-0.774	0.105	0.194	-0.945	0.0462	0.121	-0.0264	0.952	0.974
ENSG00000008118	CAMK1G	chr1	+	209583714	209613939	0.465	0.174	0.288	0.711	0.0397	0.108	-0.569	0.0983	0.193
ENSG00000176340	COX8A	chr11	+	63974620	63976543	-0.0659	0.589	0.706	-0.0119	0.923	0.958	-0.0332	0.785	0.861
ENSG00000179029	TMEM107	chr17	-	8172457	8176399	0.201	0.254	0.383	0.318	0.0623	0.151	0.21	0.227	0.366
ENSG00000074590	NUAK1	chr12	-	106063345	106138954	1.73	0.000139	0.000769	1.19	0.00968	0.0362	1.77	9.16e-05	0.000597
ENSG00000138311	ZNF365	chr10	+	62374192	62480288	-1.09	0.00897	0.0262	-0.525	0.208	0.362	-1.37	0.00108	0.00478
ENSG00000272459	FAM193B-DT	chr5	+	177554824	177555364	1.05	0.453	0.587	1.43	0.288		2.32	0.0696	0.147
ENSG00000163528	CHCHD4	chr3	-	14112077	14124870	-0.0792	0.623	0.733	-0.295	0.0684	0.162	0.0817	0.606	0.731
ENSG00000174371	EXO1	chr1	+	241847967	241895148	-0.38	0.00281	0.00995	-0.105	0.412	0.584	-0.105	0.404	0.556
ENSG00000118922	KLF12	chr13	-	73686089	74134404	1.19	1.09e-08	1.88e-07	1.28	9.49e-10	2.77e-08	0.794	0.000145	0.000886
ENSG00000153443	UBALD1	chr16	-	4608883	4615027	-0.562	6.31e-06	5.3e-05	-0.382	0.00218	0.0109	-0.448	0.000286	0.00156
ENSG00000273179		chr4	+	1167778	1168174	-0.124	0.961		-1.26	0.641		-2.45	0.355	
ENSG00000108523	RNF167	chr17	+	4940008	4945222	-0.181	0.015	0.04	-0.19	0.011	0.04	-0.15	0.0429	0.1
ENSG00000271551		chr6	-	156776360	156778422	-0.00668	0.991	0.996	0.0497	0.928	0.96	0.184	0.74	0.831
ENSG00000096433	ITPR3	chr6	+	33620365	33696574	-0.507	2.72e-09	5.49e-08	-0.458	6.01e-08	1.2e-06	-0.404	1.58e-06	1.89e-05
ENSG00000265100		chr17	-	68246626	68247938	0.858	0.238	0.365	0.317	0.678	0.801	0.855	0.238	0.38
ENSG00000253824		chr8	-	100380486	100464613	1.03	0.525		0.67	0.687		-1.46	0.444	
ENSG00000165995	CACNB2	chr10	+	18140424	18543557	0.671	0.00222	0.00811	0.472	0.0329	0.0932	0.652	0.00278	0.0105
ENSG00000076258	FMO4	chr1	+	171314183	171342084	0.133	0.679	0.777	0.0617	0.848	0.914	0.0593	0.853	0.907
ENSG00000287336		chr1	-	172210711	172213499	0.584	0.874		1.54	0.676		1.01	0.782	
ENSG00000180999	C1orf105	chr1	+	172420685	172468831	1.35	1.23e-10	3.24e-09	0.993	3.1e-06	4.04e-05	1.29	6.92e-10	1.9e-08
ENSG00000169857	AVEN	chr15	-	33858782	34075155	0.478	0.00197	0.00733	0.0402	0.798	0.881	0.231	0.137	0.25
ENSG00000073737	DHRS9	chr2	+	169064789	169096167	-3.35	1.34e-25	3.1e-23	-2.79	2.64e-22	5.75e-20	-3.37	2.54e-26	7.08e-24
ENSG00000224000		chr1	+	172906900	172907684	3.08	0.486		2.61	0.562		2.47	0.578	
ENSG00000171094	ALK	chr2	-	29192774	29921586	1.05	0.287	0.421	0.904	0.358	0.529	-0.334	0.762	0.847
ENSG00000105426	PTPRS	chr19	-	5158495	5340812	-0.258	0.0676	0.137	-0.289	0.0415	0.111	-0.622	1.18e-05	0.000105
ENSG00000240015		chr8	+	38123274	38124651	1.33	0.442		-1.61	0.421		-0.161	0.931	
ENSG00000120337	TNFSF18	chr1	-	173039202	173050941	-0.222	0.858	0.91	-0.773	0.553		1.09	0.335	0.486
ENSG00000094975	SUCO	chr1	+	172532349	172611833	0.834	1.58e-16	1.16e-14	0.811	2.18e-15	1.76e-13	0.695	5.39e-12	2.19e-10
ENSG00000163590	PPM1L	chr3	+	160755602	161078902	-0.466	8.18e-09	1.45e-07	-0.54	2.81e-11	1.08e-09	-0.526	6.56e-11	2.14e-09
ENSG00000176890	TYMS	chr18	+	657653	673578	0.323	0.00426	0.0141	0.214	0.0606	0.148	0.482	1.71e-05	0.000145
ENSG00000005302	MSL3	chrX	+	11758159	11775772	0.385	0.000112	0.000639	0.18	0.0732	0.17	0.225	0.0239	0.0626
ENSG00000162337	LRP5	chr11	+	68312591	68449275	-0.279	0.0584	0.122	-0.375	0.0115	0.0413	-0.278	0.0578	0.128
ENSG00000291138		chr1	+	46433827	46482493	-1.23	0.362	0.499	-0.512	0.656		-2.2	0.135	0.247
