gene_ID	hgnc_symbol	chr	strand	start	end	PAX6_CE_log2FoldChange	PAX6_CE_pvalue	PAX6_CE_padj	PAX6_KO_log2FoldChange	PAX6_KO_pvalue	PAX6_KO_padj	PAX6_PTC_log2FoldChange	PAX6_PTC_pvalue	PAX6_PTC_padj
ENSG00000291037		chr7	-	5110184	5144546	1.18	0.572	1	-0.573	0.793	1	-0.637	0.769	1
ENSG00000124356	STAMBP	chr2	+	73828916	73873659	-0.0759	0.481	1	-0.0515	0.634	1	-0.0377	0.727	1
ENSG00000107829	FBXW4	chr10	-	101610664	101695295	0.201	0.212	1	0.262	0.105	1	0.223	0.166	1
ENSG00000115935	WIPF1	chr2	-	174559572	174682916	0.0886	0.523	1	-0.0387	0.781	1	0.019	0.891	1
ENSG00000100997	ABHD12	chr20	-	25294742	25390835	0.166	0.335	1	0.0367	0.832	1	0.0931	0.59	1
ENSG00000166257	SCN3B	chr11	-	123629187	123655244	0.0456	0.929	1	-0.11	0.831	1	0.087	0.864	1
ENSG00000198873	GRK5	chr10	+	119207571	119459745	0.229	0.516	1	0.333	0.345	1	0.2	0.569	1
ENSG00000258891		chr14	-	73896164	73938114	3.72	0.198	1	2.87	0.329	1	3.62	0.21	1
ENSG00000175318	GRAMD2A	chr15	-	72159806	72197787	0.0624	0.925	1	0.121	0.855	1	0.439	0.503	1
ENSG00000235750	KIAA0040	chr1	-	175156986	175192999	-0.19	0.833	1	-1.61	0.0805	1	0.488	0.586	1
ENSG00000267058		chr19	-	43891804	43901805	-0.527	0.21	1	-0.431	0.307	1	-0.104	0.803	1
ENSG00000136636	KCTD3	chr1	+	215567304	215621807	-0.00193	0.986	1	-0.053	0.637	1	-0.033	0.768	1
ENSG00000185633	NDUFA4L2	chr12	-	57234903	57240715	-0.243	0.853	1	-0.363	0.785	1	0.515	0.687	1
ENSG00000122254	HS3ST2	chr16	+	22814162	22916338	3.29	0.181	1	3.24	0.189	1	2.27	0.368	1
ENSG00000091651	ORC6	chr16	+	46689643	46698394	-0.0729	0.584	1	-0.0243	0.855	1	-0.117	0.381	1
ENSG00000183513	COA5	chr2	-	98599314	98608515	0.111	0.467	1	0.0726	0.636	1	0.0564	0.713	1
ENSG00000257698	GIHCG	chr12	-	57930115	57936345	0.0748	0.835	1	0.411	0.251	1	0.114	0.75	1
ENSG00000286746		chr13	-	80697177	81017737	-0.137	0.966		0.0433	0.989		1.61	0.608	
ENSG00000180667	YOD1	chr1	-	207043849	207052980	-0.0945	0.656	1	-0.184	0.385	1	-0.191	0.369	1
ENSG00000172922	RNASEH2C	chr11	-	65714005	65720818	0.208	0.286	1	0.257	0.188	1	0.1	0.607	1
ENSG00000288043		chr12	+	7954216	7972759	-1.62	0.549		-2.4	0.374		0.308	0.903	1
ENSG00000196747	H2AC13	chr6	+	27808173	27808667	-0.781	0.227	1	-0.53	0.412	1	-0.922	0.155	1
ENSG00000259363		chr15	+	99805793	99916818	-0.102	0.832	1	-0.409	0.397	1	0.416	0.38	1
ENSG00000224167	LINC01357	chr1	+	112849821	112877878	0.0785	0.884	1	-0.0985	0.857	1	0.485	0.362	1
ENSG00000205143	ARID3C	chr9	-	34621049	34629066	-0.522	0.687	1	-1.54	0.259	1	-0.72	0.58	1
ENSG00000100028	SNRPD3	chr22	+	24555958	24582052	0.0671	0.694	1	0.143	0.402	1	-0.049	0.774	1
ENSG00000137947	GTF2B	chr1	-	88852633	88891944	0.1	0.56	1	0.0608	0.725	1	0.108	0.531	1
ENSG00000064666	CNN2	chr19	+	1026586	1039068	0.0773	0.571	1	0.0668	0.624	1	0.143	0.296	1
ENSG00000291217		chr1	-	243056307	243101744	-0.0632	0.872	1	0.113	0.772	1	0.157	0.687	1
ENSG00000017797	RALBP1	chr18	+	9475009	9538114	-0.0296	0.777	1	-0.0231	0.825	1	-0.139	0.185	1
ENSG00000116741	RGS2	chr1	+	192809039	192812275	-0.214	0.742	1	-0.59	0.363	1	0.422	0.515	1
ENSG00000141744	PNMT	chr17	+	39667981	39670475	0.596	0.483	1	0.372	0.665	1	0.982	0.243	1
ENSG00000286285		chr1	+	193457422	193465198	-3.58	0.418		-2.44	0.581		-1.9	0.666	
ENSG00000072422	RHOBTB1	chr10	-	60869438	61001440	-0.00431	0.979	1	-0.139	0.391	1	0.0688	0.669	1
ENSG00000232536		chr1	+	151540516	151561855	-0.119	0.944	1	-2.44	0.219	1	-1.07	0.551	1
ENSG00000121579	NAA50	chr3	-	113716458	113746300	-0.0911	0.521	1	-0.113	0.426	1	-0.161	0.257	1
ENSG00000089009	RPL6	chr12	-	112405189	112418838	0.0875	0.51	1	0.0599	0.652	1	-0.0112	0.933	1
ENSG00000260257		chr20	+	32856621	32858751	0.852	0.0116	1	0.865	0.0106	1	0.235	0.49	1
ENSG00000116396	KCNC4	chr1	+	110210314	110283100	-0.24	0.449	1	-0.214	0.501	1	0.316	0.319	1
ENSG00000180817	PPA1	chr10	-	70202835	70233911	-0.0218	0.879	1	-0.0985	0.494	1	-0.157	0.274	1
ENSG00000163485	ADORA1	chr1	+	203090654	203167405	0.287	0.599	1	0.799	0.142	1	0.467	0.391	1
ENSG00000272103		chr5	-	36861736	36867238	0.0157	0.985	1	0.605	0.462	1	0.236	0.775	1
ENSG00000277149	TYW1B	chr7	-	72558744	72828200	0.0932	0.631	1	-0.0341	0.861	1	-0.186	0.341	1
ENSG00000104879	CKM	chr19	-	45306413	45322875	1.69	0.745		2.53	0.624		1.56	0.765	
ENSG00000261065		chr1	+	204131062	204131966	0.419	0.8	1	-0.531	0.759	1	-0.515	0.763	1
ENSG00000173120	KDM2A	chr11	+	67119263	67258082	-0.0967	0.399	1	-0.115	0.318	1	-0.1	0.383	1
ENSG00000253722		chr8	+	93733216	93734022	-1.62	0.792		-2.4	0.696		-0.908	0.882	
ENSG00000268858		chr20	-	63861212	63864293	0.0468	0.844	1	0.21	0.379	1	-0.0329	0.89	1
ENSG00000178809	TRIM73	chr7	+	75395063	75410996	0.132	0.727	1	0.284	0.451	1	0.823	0.0279	1
ENSG00000158234	FAIM	chr3	+	138608606	138633376	0.0603	0.793	1	-0.0117	0.96	1	-0.103	0.654	1
ENSG00000213793	ZNF888	chr19	-	52904415	52923470	-0.21	0.196	1	-0.255	0.117	1	-0.162	0.317	1
ENSG00000081277	PKP1	chr1	+	201283452	201332993	0.872	0.546	1	0.467	0.75	1	0.638	0.66	1
ENSG00000198053	SIRPA	chr20	+	1894167	1940592	0.11	0.39	1	0.177	0.169	1	0.0618	0.63	1
ENSG00000178222	RNF212	chr4	-	1056250	1113564	0.373	0.511	1	-0.291	0.61	1	0.135	0.812	1
ENSG00000161920	MED11	chr17	+	4731428	4733608	0.132	0.517	1	0.0921	0.653	1	-0.0358	0.861	1
ENSG00000290127		chr1	+	197201486	197201943	-0.913	0.429	1	-0.887	0.446	1	-1.12	0.337	1
ENSG00000113749	HRH2	chr5	+	175658030	175710756	-0.218	0.554	1	-0.188	0.61	1	0.128	0.727	1
ENSG00000152219	ARL14EP	chr11	+	30323104	30338223	-0.0568	0.707	1	-0.134	0.375	1	-0.116	0.441	1
ENSG00000128708	HAT1	chr2	+	171922448	171983686	0.0219	0.865	1	-0.0147	0.909	1	-0.206	0.111	1
ENSG00000267042		chr17	+	42679963	42682020	3.33	0.229	1	4.13	0.133	1	3.42	0.215	1
ENSG00000173621	LRFN4	chr11	+	66856647	66860475	0.366	0.125	1	0.524	0.0283	1	0.378	0.114	1
ENSG00000165309	ARMC3	chr10	+	22928024	23038523	1.21	0.131	1	0.839	0.303	1	1.09	0.173	1
ENSG00000120333	MRPS14	chr1	-	175010789	175023425	-0.0369	0.762	1	0.0565	0.642	1	-0.042	0.729	1
ENSG00000138175	ARL3	chr10	-	102673731	102714397	0.0767	0.692	1	0.174	0.367	1	-0.0525	0.786	1
ENSG00000274902		chr12	+	47731908	47732351	1.12	0.637	1	1.34	0.57	1	-0.72	0.775	1
ENSG00000290463		chr19	+	11680944	11686259	-0.0984	0.938	1	-0.0858	0.946	1	-0.21	0.869	1
ENSG00000285567		chr16	+	5103339	5235822	-1.71	0.285	1	-1.2	0.445	1	0.246	0.868	1
ENSG00000116525	TRIM62	chr1	-	33145399	33182059	0.122	0.572	1	0.268	0.215	1	0.206	0.339	1
ENSG00000184292	TACSTD2	chr1	-	58575433	58577252	-0.71	0.761	1	1.8	0.42	1	0.817	0.717	1
ENSG00000253475		chr8	-	51895957	51896374	-2.62	0.484		-3.4	0.363		-3.62	0.334	
ENSG00000140829	DHX38	chr16	+	72093613	72112912	0.075	0.613	1	0.17	0.252	1	0.0847	0.568	1
ENSG00000102595	UGGT2	chr13	-	95801580	96053482	-0.0979	0.497	1	-0.151	0.297	1	-0.0619	0.668	1
ENSG00000291260		chr15	-	84512718	84516814	-0.953	0.674	1	-1.26	0.584	1	-0.112	0.96	1
ENSG00000237753	SLC20A1-DT	chr2	-	112641832	112645720	-0.444	0.482	1	-0.668	0.293	1	0.137	0.827	1
ENSG00000290722		chr19	-	37823722	37855215	-0.658	0.517	1	-0.782	0.445	1	-1.4	0.178	1
ENSG00000134748	PRPF38A	chr1	+	52404602	52420836	-0.104	0.409	1	-0.0882	0.483	1	-0.168	0.181	1
ENSG00000230623		chr1	+	200333193	200478669	-0.0084	0.981	1	-0.192	0.58	1	0.379	0.274	1
ENSG00000104321	TRPA1	chr8	-	72019917	72075584	-0.209	0.863	1	-0.0476	0.969	1	-0.397	0.744	1
ENSG00000118193	KIF14	chr1	-	200551497	200620751	-0.0772	0.737	1	-0.0294	0.898	1	-0.166	0.471	1
ENSG00000198553	KCNRG	chr13	+	50015254	50020922	0.613	0.552	1	1.7	0.0954	1	1.21	0.235	1
ENSG00000272449		chr1	+	2530064	2547471	-0.428	0.595	1	0.0522	0.948	1	-0.259	0.746	1
ENSG00000267855	NDUFA7	chr19	-	8308768	8321375	0.202	0.38	1	0.286	0.214	1	0.193	0.401	1
ENSG00000236915	CLCA4-AS1	chr1	-	86569024	86704484	-0.422	0.418	1	0.211	0.683	1	-0.0287	0.956	1
ENSG00000166435	XRRA1	chr11	-	74807739	74949200	-0.277	0.161	1	-0.172	0.384	1	-0.0792	0.687	1
ENSG00000152242	C18orf25	chr18	+	46173553	46266992	-0.03	0.844	1	-0.18	0.237	1	-0.0629	0.68	1
ENSG00000075856	SART3	chr12	-	108522214	108561400	-0.0758	0.468	1	-0.05	0.632	1	-0.13	0.214	1
ENSG00000106483	SFRP4	chr7	-	37905932	38025695	0.819	0.709	1	2.02	0.347	1	-0.74	0.752	1
ENSG00000072954	TMEM38A	chr19	+	16661139	16690023	-0.531	0.211	1	-0.483	0.256	1	0.0506	0.904	1
ENSG00000204152	TIMM23B	chr10	+	49942049	49974850	-0.0937	0.587	1	-0.0883	0.609	1	0.0482	0.78	1
ENSG00000139180	NDUFA9	chr12	+	4649095	4694317	-0.058	0.593	1	-0.0405	0.709	1	0.019	0.861	1
ENSG00000280639	LINC02204	chr15	-	70570958	70586606	-1.46	0.215	1	-0.291	0.792	1	0.53	0.618	1
ENSG00000148082	SHC3	chr9	-	89005771	89178818	-0.194	0.669	1	-0.202	0.656	1	0.0789	0.862	1
ENSG00000249306	LINC01411	chr5	+	174336295	174532457	-2.58	0.682		-2.4	0.703		-0.33	0.958	1
ENSG00000174600	CMKLR1	chr12	-	108288044	108339317	-0.356	0.542	1	0.231	0.688	1	0.487	0.39	1
ENSG00000118194	TNNT2	chr1	-	201359008	201377764	-0.743	0.226	1	-1.77	0.00593	1	-0.134	0.825	1
ENSG00000180988	OR52N2	chr11	+	5808924	5821483	3.68	0.129	1	4.49	0.0621	1	4.74	0.0478	1
ENSG00000284747		chr1	+	7991134	8005312	-1.06	0.107	1	-1.35	0.0442	1	-1.51	0.0247	1
ENSG00000177464	GPR4	chr19	-	45589764	45602212	0.765	0.581	1	-0.223	0.876	1	0.606	0.663	1
ENSG00000259495	ARNT2-DT	chr15	-	80344853	80404214	-0.101	0.711	1	-0.0964	0.725	1	0.132	0.63	1
ENSG00000188316	ENO4	chr10	+	116849499	116911788	0.448	0.304	1	0.47	0.283	1	0.462	0.288	1
ENSG00000166189	HPS6	chr10	+	102065349	102068036	0.291	0.34	1	0.489	0.108	1	0.388	0.202	1
ENSG00000159166	LAD1	chr1	-	201380833	201399915	-0.385	0.593	1	-1.2	0.0979	1	0.418	0.56	1
ENSG00000282221		chr1	+	201399633	201401190	-1.23	0.639		-3.4	0.215		-0.85	0.742	
ENSG00000266835	GAPLINC	chr18	+	3466250	3487045	-0.137	0.973		1.92	0.625		0.788	0.843	
ENSG00000273542	H4C12	chr6	-	27831174	27831560	-1.26	0.325	1	-2	0.12	1	-0.474	0.711	1
ENSG00000174307	PHLDA3	chr1	-	201464278	201469237	-0.084	0.856	1	0.0698	0.88	1	0.618	0.179	1
ENSG00000254468		chr11	-	112967	125927	2.65	0.471		2.57	0.487		2.52	0.494	
ENSG00000290924		chr9	+	85805359	85849728	0.00894	0.971	1	-0.0664	0.785	1	-0.155	0.525	1
ENSG00000289187		chr19	+	30493091	30494970	2.34	0.401		2.51	0.367	1	3.39	0.213	1
ENSG00000167770	OTUB1	chr11	+	63985853	64001811	0.32	0.0366	1	0.366	0.0168	1	0.185	0.226	1
ENSG00000289642		chr1	+	149013782	149014961	2.31	0.562		3.2	0.416		2.87	0.467	
ENSG00000261069		chr15	+	25087661	25088896	-0.644	0.179	1	-0.642	0.18	1	-0.652	0.174	1
ENSG00000159176	CSRP1	chr1	-	201483530	201509456	-0.0519	0.897	1	-0.0558	0.889	1	0.4	0.316	1
ENSG00000187950	OVCH1	chr12	-	29412474	29497686	2.06	0.263	1	-1.44	0.504	1	1.98	0.284	1
ENSG00000107736	CDH23	chr10	+	71396920	71815947	-0.0855	0.71	1	0.352	0.126	1	0.178	0.438	1
ENSG00000184635	ZNF93	chr19	+	19900913	19963464	-0.0608	0.69	1	-0.147	0.336	1	-0.0494	0.746	1
ENSG00000151914	DST	chr6	-	56457987	56954830	-0.364	0.161	1	-0.397	0.126	1	-0.212	0.414	1
ENSG00000103264	FBXO31	chr16	-	87326987	87392142	0.159	0.324	1	0.26	0.108	1	0.137	0.398	1
ENSG00000290842		chr1	-	16467436	16499257	0.109	0.651	1	0.0562	0.816	1	0.144	0.549	1
ENSG00000223774		chr1	+	201893842	201899978	-1.62	0.582	1	-1.44	0.625	1	-1.65	0.574	1
ENSG00000290660		chr13	-	23939557	23946782	0.0658	0.954	1	-0.323	0.782	1	-0.812	0.493	1
ENSG00000143669	LYST	chr1	-	235661041	235883724	-0.353	0.287	1	-0.778	0.021	1	-0.335	0.312	1
ENSG00000255966	GAPDH-DT	chr12	-	6532290	6533498	-2.58	0.316		0.0144	0.995		0.661	0.781	1
ENSG00000136383	ALPK3	chr15	+	84817356	84873479	-0.0146	0.94	1	-0.109	0.579	1	0.139	0.476	1
ENSG00000163431	LMOD1	chr1	-	201896456	201946548	-0.212	0.641	1	-0.148	0.745	1	0.0485	0.915	1
ENSG00000237892	KLF7-IT1	chr2	-	207120884	207122044	3.52	0.128	1	3.91	0.0889	1	3.82	0.0958	1
ENSG00000283536		chr12	+	53241900	53242722	-0.886	0.478	1	-0.409	0.74	1	0.367	0.758	1
ENSG00000134375	TIMM17A	chr1	+	201955503	201970664	-0.0753	0.577	1	-0.0333	0.806	1	-0.0975	0.471	1
ENSG00000204936	CD177	chr19	+	43353686	43363172	-0.114	0.882	1	-0.912	0.238	1	0.505	0.51	1
ENSG00000077152	UBE2T	chr1	-	202331544	202341984	0.11	0.593	1	0.0811	0.693	1	-0.109	0.595	1
ENSG00000077157	PPP1R12B	chr1	+	202348699	202592706	-0.0765	0.684	1	-0.181	0.337	1	-0.0358	0.849	1
ENSG00000172375	C2CD2L	chr11	+	119102198	119118544	0.32	0.213	1	0.307	0.233	1	0.0603	0.815	1
ENSG00000203943	SAMD13	chr1	+	84298366	84389957	-0.191	0.494	1	0.0632	0.821	1	-0.392	0.163	1
ENSG00000260021		chr1	-	202810238	202810829	0	1		0	1		0.788	0.842	
ENSG00000228709	LINC02575	chr21	+	44485463	44495519	0.181	0.828	1	-0.143	0.865	1	0.0684	0.935	1
ENSG00000291234		chr1	-	202851828	202861755	0.261	0.112	1	0.167	0.31	1	0.191	0.245	1
ENSG00000272721	EIF2B5-DT	chr3	-	184134019	184135238	-2.58	0.596		-2.4	0.622		-2.62	0.591	
ENSG00000120685	PROSER1	chr13	-	39009865	39038089	-0.1	0.656	1	-0.288	0.201	1	0.0587	0.794	1
ENSG00000266498		chr17	-	17235433	17236118	0.6	0.591	1	0.851	0.445	1	0.21	0.853	1
ENSG00000284730	TMDD1	chr12	-	51813921	51814925	-3.2	0.274		-1.11	0.69	1	-0.834	0.762	1
ENSG00000143674	MAP3K21	chr1	+	233327724	233385148	0.0014	0.994	1	-0.147	0.395	1	0.174	0.311	1
ENSG00000189275	LINC01164	chr10	-	131772383	131790199	2.36	0.558		2.44	0.545		1.59	0.697	
ENSG00000140941	MAP1LC3B	chr16	+	87383953	87404779	-0.00925	0.942	1	-0.108	0.397	1	-0.0416	0.743	1
ENSG00000162613	FUBP1	chr1	-	77944055	77979110	-0.0724	0.612	1	-0.0685	0.631	1	-0.132	0.355	1
ENSG00000054523	KIF1B	chr1	+	10210570	10381603	-0.195	0.261	1	-0.232	0.181	1	-0.116	0.504	1
ENSG00000163444	TMEM183A	chr1	+	203007374	203024848	-8.46e-06	1	1	0.0883	0.594	1	0.00605	0.971	1
ENSG00000136518	ACTL6A	chr3	+	179562886	179588407	-0.0253	0.868	1	0.0253	0.868	1	-0.117	0.441	1
ENSG00000110076	NRXN2	chr11	-	64606174	64723197	0.05	0.829	1	0.163	0.482	1	-0.0201	0.931	1
ENSG00000256433		chr12	+	6393879	6396148	1.61	0.419	1	0.452	0.827	1	-0.178	0.933	1
ENSG00000165325	DEUP1	chr11	+	93329971	93438487	0.621	0.678	1	0.554	0.712	1	0.132	0.93	1
ENSG00000240720	LRRD1	chr7	-	92141643	92179531	-1.12	0.485	1	-0.807	0.613	1	-0.402	0.798	1
ENSG00000124587	PEX6	chr6	-	42963865	42979181	0.0864	0.682	1	0.219	0.299	1	0.178	0.397	1
ENSG00000284713	SMIM38	chr11	+	69155478	69162440	0.222	0.691	1	0.529	0.344	1	0.669	0.229	1
ENSG00000105255	FSD1	chr19	+	4304598	4323843	0.122	0.446	1	0.299	0.0622	1	0.165	0.303	1
ENSG00000000457	SCYL3	chr1	-	169849631	169894267	0.0502	0.756	1	0.126	0.435	1	0.0641	0.691	1
ENSG00000129353	SLC44A2	chr19	+	10602457	10644557	0.0533	0.662	1	-0.0151	0.901	1	0.0651	0.594	1
ENSG00000149177	PTPRJ	chr11	+	47980425	48170839	-0.133	0.372	1	-0.127	0.394	1	-0.0591	0.692	1
ENSG00000159388	BTG2	chr1	+	203305491	203309602	0.158	0.474	1	0.255	0.248	1	0.425	0.0535	1
ENSG00000160471	COX6B2	chr19	-	55349306	55354719	-0.0409	0.934	1	-0.288	0.561	1	0.29	0.556	1
ENSG00000155926	SLA	chr8	-	133036728	133102912	-0.157	0.751	1	-0.573	0.256	1	0.212	0.665	1
ENSG00000222047	C10orf55	chr10	-	73909969	73922777	-0.714	0.583	1	-1.55	0.255	1	-0.946	0.47	1
ENSG00000291072		chr1	-	16618253	16644686	0.0618	0.735	1	0.209	0.252	1	0.113	0.536	1
ENSG00000142197	DOP1B	chr21	+	36156782	36294274	-0.133	0.605	1	-0.14	0.588	1	-0.00819	0.975	1
ENSG00000004487	KDM1A	chr1	+	23019443	23083689	-0.0396	0.599	1	-0.0674	0.371	1	-0.0543	0.47	1
ENSG00000222009	BTBD19	chr1	+	44808523	44815585	0.299	0.603	1	0.0942	0.871	1	0.2	0.728	1
ENSG00000204370	SDHD	chr11	+	112086824	112120016	-0.0271	0.882	1	0.0428	0.814	1	0.0414	0.82	1
ENSG00000287368		chr9	+	34810020	34895175	-0.137	0.968		1.87	0.582		3.96	0.226	1
ENSG00000139178	C1RL	chr12	-	7089587	7109238	-0.0109	0.924	1	-0.0476	0.679	1	0.127	0.269	1
ENSG00000271109	LINC03049	chr19	-	34849046	34860747	0.0434	0.914	1	0.238	0.552	1	-0.0205	0.959	1
ENSG00000234545	FAM133B	chr7	-	92560758	92590393	0.0329	0.866	1	0.143	0.464	1	-0.234	0.23	1
ENSG00000119977	TCTN3	chr10	-	95659823	95694143	0.0392	0.726	1	-0.00517	0.963	1	0.0322	0.774	1
ENSG00000118418	HMGN3	chr6	-	79201245	79234689	0.0985	0.615	1	0.0846	0.666	1	-0.132	0.502	1
ENSG00000136153	LMO7	chr13	+	75620434	75859870	-0.0979	0.789	1	-0.245	0.506	1	0.184	0.615	1
ENSG00000110046	ATG2A	chr11	-	64894546	64917209	0.0814	0.604	1	0.17	0.28	1	0.316	0.0435	1
ENSG00000107779	BMPR1A	chr10	+	86756596	86932825	-0.0249	0.85	1	-0.139	0.291	1	-0.102	0.437	1
ENSG00000287092		chr6	-	155911195	156397589	-1.62	0.705		-2.4	0.575		-2.62	0.54	
ENSG00000181029	TRAPPC5	chr19	+	7680833	7687703	0.37	0.195	1	0.466	0.103	1	0.296	0.3	1
ENSG00000273485		chr10	+	103450196	103450852	3.22	0.0515	1	3.11	0.0601	1	3.05	0.0651	1
ENSG00000290537		chr12	-	10588063	10599669	-0.0683	0.752	1	0.0243	0.91	1	-0.0418	0.846	1
ENSG00000179862	CITED4	chr1	-	40861054	40862363	0.481	0.208	1	0.448	0.244	1	0.294	0.444	1
ENSG00000168594	ADAM29	chr4	+	174829668	174978180	-2.62	0.514		-3.4	0.397		-2.65	0.509	
ENSG00000047056	WDR37	chr10	+	1049538	1160991	-0.0898	0.488	1	0.00835	0.949	1	0.00933	0.942	1
ENSG00000081692	JMJD4	chr1	-	227730425	227735411	0.201	0.396	1	0.336	0.157	1	0.195	0.412	1
ENSG00000228857	ACTR3-AS1	chr2	-	113831049	113891020	-0.956	0.259	1	-0.858	0.313	1	-1.3	0.131	1
ENSG00000230565	ZNF32-AS2	chr10	+	43645942	43648019	3.47	0.216	1	3.25	0.249	1	1.83	0.531	
ENSG00000240219		chr1	+	204626775	204629712	-0.491	0.756	1	-0.571	0.72	1	-0.396	0.802	1
ENSG00000100351	GRAP2	chr22	+	39901084	39973721	0.651	0.604	1	0.148	0.907	1	-0.111	0.931	1
ENSG00000184492	FOXD4L1	chr2	+	113498665	113501150	-1.44	0.453	1	-1.51	0.431	1	-3.26	0.109	1
ENSG00000162772	ATF3	chr1	+	212565334	212620777	0.0797	0.833	1	-0.267	0.484	1	0.27	0.475	1
ENSG00000236671	PRKG1-AS1	chr10	-	52230398	52314507	2.78	0.481		1.92	0.632		-0.174	0.966	
ENSG00000267198		chr17	+	45545804	45563230	2.76	0.296	1	3.19	0.224	1	3.71	0.153	
ENSG00000255389		chr6	+	111599875	111602295	-0.188	0.515	1	0.0745	0.796	1	0.14	0.624	1
ENSG00000134198	TSPAN2	chr1	-	115048011	115089503	-0.116	0.567	1	-0.164	0.42	1	-0.0536	0.791	1
ENSG00000175782	SLC35E3	chr12	+	68746125	68793964	-0.107	0.463	1	0.00785	0.957	1	-0.11	0.451	1
ENSG00000287312		chr11	+	3511559	3520886	-3.58	0.142	1	-1.57	0.509	1	-3.62	0.138	1
ENSG00000117569	PTBP2	chr1	+	96721665	96823738	-0.068	0.521	1	-0.0661	0.533	1	-0.156	0.142	1
ENSG00000198691	ABCA4	chr1	-	93992834	94121148	-0.471	0.815	1	-1.16	0.575	1	-0.799	0.693	1
ENSG00000117222	RBBP5	chr1	-	205086142	205122015	-0.129	0.495	1	-0.0612	0.746	1	-0.128	0.497	1
ENSG00000118946	PCDH17	chr13	+	57631744	57729311	0.124	0.808	1	-0.589	0.25	1	-0.543	0.289	1
ENSG00000166845	C18orf54	chr18	+	54357906	54385218	-0.106	0.521	1	-0.25	0.131	1	-0.148	0.37	1
ENSG00000155545	MIER3	chr5	-	56919602	56971675	-0.0623	0.747	1	-0.14	0.47	1	-0.164	0.396	1
ENSG00000270006	C16orf95-DT	chr16	+	87317487	87318043	-0.909	0.29	1	-1.08	0.219	1	-1.25	0.153	1
ENSG00000130643	CALY	chr10	-	133324072	133336935	0.381	0.725	1	-1.31	0.268	1	-0.842	0.456	1
ENSG00000290937		chr3	+	198153287	198222513	0.105	0.697	1	0.236	0.382	1	0.344	0.201	1
ENSG00000214842	RAD51AP2	chr2	-	17510579	17518440	0.492	0.473	1	0.4	0.562	1	0.861	0.207	1
ENSG00000133069	TMCC2	chr1	+	205227946	205285632	0.146	0.346	1	0.226	0.146	1	0.187	0.227	1
ENSG00000129235	TXNDC17	chr17	+	6640985	6644541	0.0992	0.714	1	0.234	0.387	1	-0.0476	0.86	1
ENSG00000083520	DIS3	chr13	-	72752169	72782096	-0.0929	0.416	1	-0.141	0.217	1	-0.108	0.344	1
ENSG00000163545	NUAK2	chr1	-	205302063	205321745	0.144	0.492	1	0.199	0.34	1	0.209	0.317	1
ENSG00000254860	TMEM9B-AS1	chr11	+	8964502	8977527	-0.235	0.407	1	-0.219	0.441	1	0.158	0.577	1
ENSG00000138071	ACTR2	chr2	+	65227788	65271253	-0.107	0.477	1	-0.209	0.165	1	-0.133	0.375	1
ENSG00000226235	LEMD1-AS1	chr1	+	205373252	205387440	0.00677	0.997	1	0.156	0.921	1	-0.372	0.816	1
ENSG00000271833		chr9	+	127366770	127367397	0.382	0.544	1	0.496	0.432	1	0.57	0.364	1
ENSG00000270362	HMGN3-AS1	chr6	+	79233699	79236797	-0.0736	0.821	1	-0.199	0.545	1	-0.0524	0.872	1
ENSG00000257761		chr12	-	71587642	71594404	-0.137	0.979		2.85	0.581		0.788	0.881	
ENSG00000177752	YIPF7	chr4	-	44622088	44678556	-0.163	0.954	1	-1.53	0.609	1	-0.796	0.783	1
ENSG00000137692	DCUN1D5	chr11	-	103050686	103092194	-0.101	0.416	1	-0.0637	0.608	1	-0.107	0.389	1
ENSG00000175029	CTBP2	chr10	-	124984317	125161170	0.0211	0.881	1	-0.0734	0.603	1	0.0243	0.863	1
ENSG00000224717	LEMD1-DT	chr1	+	205455929	205469024	0.0142	0.942	1	0.132	0.496	1	-0.0185	0.924	1
ENSG00000117266	CDK18	chr1	+	205504596	205532793	0.254	0.0688	1	0.264	0.0595	1	0.29	0.0376	1
ENSG00000136152	COG3	chr13	+	45464898	45536701	-0.0143	0.903	1	0.0182	0.877	1	0.0212	0.857	1
ENSG00000228414	REL-DT	chr2	-	60823069	60881393	2.61	0.433		1.92	0.573		2.4	0.474	
ENSG00000111615	KRR1	chr12	-	75490863	75511636	-0.0215	0.891	1	-0.148	0.344	1	-0.0607	0.698	1
ENSG00000132478	UNK	chr17	+	75784806	75825799	-0.00788	0.961	1	0.0606	0.708	1	-0.0586	0.718	1
ENSG00000158711	ELK4	chr1	-	205597556	205632011	-0.213	0.26	1	-0.231	0.22	1	-0.116	0.537	1
ENSG00000158715	SLC45A3	chr1	-	205657851	205680509	0.0526	0.798	1	0.285	0.165	1	0.328	0.109	1
ENSG00000076641	PAG1	chr8	-	80967810	81112068	-0.106	0.849	1	-0.348	0.537	1	-0.0455	0.935	1
ENSG00000107614	TRDMT1	chr10	-	17137336	17202054	-0.00375	0.982	1	-0.021	0.897	1	-0.146	0.368	1
ENSG00000181827	RFX7	chr15	-	56087280	56245082	-0.171	0.316	1	-0.266	0.12	1	-0.0946	0.58	1
ENSG00000182771	GRID1	chr10	-	85599552	86366795	0.378	0.559	1	0.317	0.626	1	0.044	0.946	1
ENSG00000240731		chr1	-	1317581	1318689	-0.0435	0.942	1	-0.293	0.627	1	-0.0461	0.938	1
