gene_ID	hgnc_symbol	chr	strand	start	end	FEZF2_CE_log2FoldChange	FEZF2_CE_pvalue	FEZF2_CE_padj	FEZF2_KO_log2FoldChange	FEZF2_KO_pvalue	FEZF2_KO_padj	FEZF2_PTC_log2FoldChange	FEZF2_PTC_pvalue	FEZF2_PTC_padj
ENSG00000177112	IRAG1-AS1	chr11	+	10541258	10599939	1.84	0.439		-1.65	0.529	1	0.67	0.782	1
ENSG00000290045		chr1	+	32240526	32241904	-0.425	0.109		-0.111	0.673	1	-0.221	0.403	1
ENSG00000282199		chr17	-	43914433	43923001	-0.552	0.691		-0.516	0.71	1	0.324	0.809	1
ENSG00000152558	TMEM123	chr11	-	102396332	102470384	0.41	0.0733	0.385	0.105	0.647	1	0.0829	0.717	1
ENSG00000272707		chr3	-	194637505	194637664	-2.63	0.628		-2.61	0.63		-1.56	0.773	
ENSG00000229484	LINC02766	chr1	+	12525716	12530691	-1.79	0.568		-1.75	0.577		-3.53	0.27	
ENSG00000169972	PUSL1	chr1	+	1308597	1311677	0.544	0.0313		0.482	0.0567	1	0.463	0.0677	1
ENSG00000108587	GOSR1	chr17	+	30477362	30527592	-0.127	0.139	0.468	0.0133	0.876	1	-0.0869	0.311	1
ENSG00000104980	TIMM44	chr19	-	7926718	7943667	0.341	0.0313	0.296	0.116	0.464	1	0.322	0.0423	1
ENSG00000186790	FOXE3	chr1	+	47416285	47418052	2.62	0.379		-0.169	0.957		4.69	0.106	1
ENSG00000022976	ZNF839	chr14	+	102317377	102342702	0.151	0.311	0.635	0.058	0.697	1	0.115	0.44	1
ENSG00000136273	HUS1	chr7	-	47963288	47979615	-0.168	0.241	0.578	-0.0745	0.602	1	0.00829	0.954	1
ENSG00000267413	LINC01901	chr18	-	39841174	39924840	1.18	0.576		1.18	0.576	1	0.314	0.885	1
ENSG00000179088	C12orf42	chr12	-	103237591	103495978	2.71	0.462		1.89	0.614		2.86	0.437	
ENSG00000289181		chr16	+	29709156	29709328	-0.184	0.983		0.793	0.928		-0.0828	0.993	
ENSG00000186868	MAPT	chr17	+	45894527	46028334	-0.324	0.285		0.0937	0.755	1	-0.0588	0.845	1
ENSG00000112640	PPP2R5D	chr6	+	42984553	43012342	-0.0344	0.765	0.909	-0.0286	0.803	1	-0.0912	0.428	1
ENSG00000283341		chr11	+	43578889	43840030	-0.0838	0.751		0.16	0.542	1	-0.0549	0.835	1
ENSG00000196482	ESRRG	chr1	-	216503246	217137755	-0.261	0.392		0.132	0.664	1	-0.124	0.685	1
ENSG00000215187	FAM166B	chr9	-	35561831	35563899	1.01	0.528		1.25	0.429	1	1.62	0.306	1
ENSG00000165886	UBTD1	chr10	+	97498924	97571206	0.101	0.713		-0.00672	0.98	1	-0.0124	0.964	1
ENSG00000203709	MIR29B2CHG	chr1	-	207760650	207879115	0.301	0.567		0.819	0.116	1	0.725	0.165	1
ENSG00000197568	HHLA3	chr1	+	70354786	70385339	0.122	0.583		-0.0163	0.942	1	0.0377	0.866	1
ENSG00000288172		chr10	+	117579854	117593896	1.71	0.815		0.792	0.914		0.878	0.905	
ENSG00000151651	ADAM8	chr10	-	133262420	133276868	0.145	0.752		0.112	0.807	1	0.419	0.359	1
ENSG00000281664	LINC00538	chr1	-	213924749	213926654	-0.184	0.95		3.28	0.229	1	3.08	0.261	1
ENSG00000117242	PINK1-AS	chr1	-	20642657	20652193	-0.121	0.529		-0.0866	0.652	1	-0.124	0.52	1
ENSG00000235106	BRD3OS	chr9	+	134025481	134034666	0.139	0.469	0.747	-0.0838	0.662	1	-0.00806	0.966	1
ENSG00000139287	TPH2	chr12	+	71938845	72186618	3.64	0.147		4.14	0.0974	1	4.69	0.0591	1
ENSG00000097007	ABL1	chr9	+	130713043	130887675	-0.0502	0.706	0.884	-0.0327	0.806	1	-0.0433	0.746	1
ENSG00000286923		chr7	+	99997690	100011634	0.237	0.836		-0.165	0.886	1	0.164	0.886	1
ENSG00000042980	ADAM28	chr8	+	24294069	24359014	-1.14	0.142		-0.699	0.359	1	-0.353	0.641	1
ENSG00000229656	ITGB1-DT	chr10	+	32958437	33082409	0.313	0.771		-0.317	0.772	1	0.0754	0.944	1
ENSG00000143314	MRPL24	chr1	-	156737303	156741590	0.466	0.0378		0.146	0.517	1	0.258	0.253	1
ENSG00000269068		chr2	+	219559083	219559626	-0.967	0.488		1	0.446	1	-1.12	0.428	1
ENSG00000108669	CYTH1	chr17	-	78674048	78782297	0.144	0.397	0.703	0.279	0.0995	1	0.315	0.0636	1
ENSG00000287425		chr11	+	73983449	73985562	1.5	0.204		0.329	0.788	1	0.696	0.565	1
ENSG00000270638		chr6	+	145735570	145737218	0.65	0.237		0.124	0.825	1	0.199	0.722	1
ENSG00000170890	PLA2G1B	chr12	-	120322115	120327779	2.74	0.608		2.36	0.66		3.95	0.458	
ENSG00000119326	CTNNAL1	chr9	-	108942569	109013522	0.503	0.000156	0.0714	0.0523	0.695	1	0.216	0.105	1
ENSG00000110497	AMBRA1	chr11	-	46396414	46594125	0.0167	0.88	0.955	0.0367	0.74	1	0.0114	0.918	1
ENSG00000110427	KIAA1549L	chr11	+	33376108	33674102	-0.739	0.0341		-0.304	0.381	1	-0.476	0.172	1
ENSG00000267607	ICAM4-AS1	chr19	-	10285801	10289019	1.19	0.465		0.285	0.864	1	0.364	0.826	1
ENSG00000104714	ERICH1	chr8	-	614746	738106	-0.259	0.267	0.604	0.0471	0.84	1	-0.118	0.613	1
ENSG00000157168	NRG1	chr8	+	31639222	32855666	0.538	0.213		-0.157	0.717	1	-0.0769	0.859	1
ENSG00000282143		chr1	+	16656879	16667524	-0.606	0.819		-0.495	0.852	1	0.313	0.906	1
ENSG00000291133		chr7	-	35079989	35186248	0.38	0.305		0.399	0.282	1	0.183	0.623	1
ENSG00000114841	DNAH1	chr3	+	52316319	52400492	-0.439	0.076		0.0798	0.746	1	-0.0642	0.795	1
ENSG00000076513	ANKRD13A	chr12	+	109999186	110039763	0.112	0.495	0.765	-0.0363	0.825	1	0.0433	0.792	1
ENSG00000145491	ROPN1L	chr5	+	10441524	10472029	3.04	0.313		1.84	0.553		3.09	0.304	
ENSG00000272654	JTB-DT	chr1	+	153977727	153979160	0.0873	0.834		0.0898	0.83	1	0.0784	0.851	1
ENSG00000284657		chr1	+	25239494	25240253	0.227	0.862		1.03	0.422	1	0.688	0.596	1
ENSG00000230333		chr7	+	11180902	11520175	-1.01	0.156		-1.53	0.0369	1	-0.446	0.523	1
ENSG00000119285	HEATR1	chr1	-	236549005	236604516	0.113	0.511	0.776	0.0689	0.69	1	0.0102	0.953	1
ENSG00000134709	HOOK1	chr1	+	59814786	59876322	-0.113	0.614	0.836	0.152	0.497	1	0.00382	0.986	1
ENSG00000280670	CCDC163	chr1	-	45493866	45500079	0.215	0.512		0.232	0.478	1	0.257	0.433	1
ENSG00000277687		chr10	-	118692361	118693535	-0.157	0.724		0.0916	0.837	1	0.102	0.819	1
ENSG00000239789	MRPS17	chr7	+	55951877	55956500	0.295	0.0969	0.414	0.0376	0.833	1	0.224	0.208	1
ENSG00000185722	ANKFY1	chr17	-	4163821	4263995	-0.0432	0.735	0.897	-0.0496	0.697	1	-0.067	0.6	1
ENSG00000105866	SP4	chr7	+	21428043	21514822	-0.122	0.563	0.807	0.0812	0.701	1	-0.174	0.412	1
ENSG00000237436	CAMTA1-DT	chr1	-	6783892	6784843	-1.66	0.589		-0.102	0.973	1	-1.56	0.611	
ENSG00000154146	NRGN	chr11	+	124739942	124747210	0.318	0.628		-0.38	0.566	1	-0.0114	0.986	1
ENSG00000179178	TMEM125	chr1	+	43269983	43274002	0.431	0.329		0.273	0.538	1	0.709	0.107	1
ENSG00000174206	KICS2	chr12	-	64186316	64222296	-0.369	0.144		-0.145	0.565	1	-0.283	0.262	1
ENSG00000013374	NUB1	chr7	+	151341772	151378449	0.0883	0.409	0.71	-0.0206	0.847	1	-0.0338	0.753	1
ENSG00000064886	CHI3L2	chr1	+	111200771	111243440	3.68	0.372		1.5	0.724		2.68	0.52	
ENSG00000109832	DDX25	chr11	+	125903348	125943702	-0.112	0.669	0.863	0.0796	0.76	1	0.0795	0.761	1
ENSG00000237476	LINC01637	chr22	+	20957092	20964682	-2.15	0.325		-1.5	0.481	1	-1.43	0.502	1
ENSG00000205726	ITSN1	chr21	+	33642400	33899861	-0.182	0.18	0.511	0.0418	0.758	1	-0.0887	0.514	1
ENSG00000198915	RASGEF1A	chr10	-	43194535	43267065	0.343	0.24		0.302	0.302	1	0.354	0.227	1
ENSG00000125817	CENPB	chr20	-	3783851	3786740	0.463	0.023	0.268	0.0107	0.958	1	0.303	0.137	1
ENSG00000226419	SLC16A1-AS1	chr1	+	112956415	113047055	-0.441	0.0822	0.393	-0.0572	0.821	1	-0.331	0.192	1
ENSG00000006611	USH1C	chr11	-	17493895	17544416	-0.345	0.416		0.167	0.691	1	-0.0369	0.93	1
ENSG00000160678	S100A1	chr1	+	153627926	153632039	0.109	0.901		0.911	0.285	1	0.635	0.461	1
ENSG00000142871	CCN1	chr1	+	85580761	85584589	0.623	0.0738		0.225	0.52	1	0.824	0.018	1
ENSG00000289092		chr10	+	46007581	46008969	-0.425	0.399		-0.00178	0.997	1	-0.544	0.284	1
ENSG00000183662	TAFA1	chr3	+	68004247	68545621	0.327	0.826		-0.349	0.818	1	0.36	0.809	1
ENSG00000143889	HNRNPLL	chr2	-	38561969	38603586	0.152	0.192	0.526	0.0592	0.613	1	0.00289	0.98	1
ENSG00000144233	AMMECR1L	chr2	-	127861630	127885967	0.0705	0.53	0.789	0.0211	0.851	1	-0.0477	0.671	1
ENSG00000172661	WASHC2C	chr10	+	45727200	45792964	-0.083	0.536	0.793	0.036	0.788	1	0.0163	0.903	1
ENSG00000250135		chr1	+	32170733	32176568	-0.184	0.954		3.54	0.238	1	-0.0831	0.979	
ENSG00000214026	MRPL23	chr11	+	1947278	1984522	0.471	0.0415	0.323	0.218	0.347	1	0.295	0.202	1
ENSG00000059145	UNKL	chr16	-	1363205	1414751	-0.0902	0.587	0.821	0.0139	0.933	1	0.118	0.478	1
ENSG00000203668	CHML	chr1	-	241628851	241640369	-0.181	0.321	0.645	-0.0125	0.945	1	-0.202	0.269	1
ENSG00000288927		chr1	+	12618389	12618987	-0.501	0.71		0.0517	0.969	1	-0.462	0.732	1
ENSG00000224023	EDRF1-DT	chr10	-	125700436	125719566	-0.324	0.411		-0.578	0.145	1	-0.295	0.455	1
ENSG00000169951	ZNF764	chr16	-	30553764	30558374	0.0292	0.886		0.0508	0.804	1	0.133	0.516	1
ENSG00000164967	RPP25L	chr9	-	34610486	34612104	0.574	0.0338		0.309	0.255	1	0.455	0.0934	1
ENSG00000125285	SOX21	chr13	-	94709622	94712545	0.442	0.00947	0.2	0.0684	0.689	1	0.14	0.41	1
ENSG00000228549		chr1	+	16870945	16883659	-0.112	0.814		-0.0181	0.97	1	0.384	0.414	1
ENSG00000142619	PADI3	chr1	+	17249098	17284233	-0.538	0.105		-0.303	0.36	1	-0.421	0.204	1
ENSG00000100938	GMPR2	chr14	+	24232422	24239242	0.145	0.231	0.565	0.0892	0.462	1	0.0292	0.81	1
ENSG00000270933		chr7	-	25948657	25950854	-0.494	0.403		-0.146	0.803	1	-0.218	0.711	1
ENSG00000162434	JAK1	chr1	-	64833223	65067754	-0.228	0.201	0.535	-0.0179	0.92	1	-0.0201	0.91	1
ENSG00000172671	ZFAND4	chr10	-	45615500	45672780	-0.134	0.402	0.705	-0.168	0.293	1	-0.16	0.316	1
ENSG00000233110	SORBS2-AS1	chr4	+	185587909	185594003	-0.173	0.958		0.807	0.8	1	-1.56	0.641	
ENSG00000142794	NBPF3	chr1	+	21440128	21485005	-0.0266	0.891		0.183	0.343	1	-0.0222	0.909	1
ENSG00000203804	ADAMTSL4-AS1	chr1	-	150560202	150562115	-0.663	0.278		-0.715	0.242	1	-0.196	0.747	1
ENSG00000084234	APLP2	chr11	+	130068147	130144811	0.0936	0.308	0.633	0.0284	0.757	1	0.0586	0.524	1
ENSG00000185436	IFNLR1	chr1	-	24154168	24187959	-0.191	0.458		-0.0681	0.791	1	0.0319	0.901	1
ENSG00000164082	GRM2	chr3	+	51707068	51718613	-0.172	0.42		-0.235	0.272	1	-0.133	0.535	1
ENSG00000283503	LINC01902	chr18	+	39841678	39896298	-0.132	0.847		0.577	0.39	1	0.661	0.324	1
ENSG00000228570	NUTM2E	chr10	+	79826739	79850878	-0.445	0.182		-0.376	0.259	1	-0.386	0.247	1
ENSG00000081041	CXCL2	chr4	-	74097040	74099196	0.601	0.823		-0.756	0.787	1	-0.0374	0.989	1
ENSG00000173436	MICOS10	chr1	+	19484403	19629821	0.129	0.542	0.796	-0.0459	0.829	1	-0.0421	0.843	1
ENSG00000171943	SRGAP2C	chr1	+	121184811	121392874	-0.28	0.113	0.439	-0.169	0.339	1	-0.326	0.0653	1
ENSG00000162368	CMPK1	chr1	+	47333790	47394866	0.0543	0.654	0.856	0.106	0.384	1	-0.0323	0.79	1
ENSG00000162572	SCNN1D	chr1	+	1280436	1292029	-0.304	0.285		-0.136	0.632	1	-0.33	0.247	1
ENSG00000166848	TERF2IP	chr16	+	75647773	75761872	0.035	0.847	0.945	0.0652	0.718	1	0.0335	0.853	1
ENSG00000253394	LINC00534	chr8	+	90221341	90687863	3.28	0.473		3.65	0.425		2.62	0.57	
ENSG00000171204	TMEM126B	chr11	+	85628573	85636539	0.548	0.00683	0.181	0.147	0.47	1	0.285	0.16	1
ENSG00000150768	DLAT	chr11	+	112025408	112064404	-0.0104	0.927	0.974	0.0657	0.563	1	-0.0314	0.783	1
ENSG00000223635	NUP133-DT	chr1	+	229508369	229514272	0.776	0.943		-0.171	0.987		3.17	0.768	
ENSG00000244752	CRYBB2	chr22	+	25212564	25231870	3.28	0.264		-0.169	0.957		3.09	0.296	1
ENSG00000111266	DUSP16	chr12	-	12473282	12562863	-0.0771	0.574	0.812	0.057	0.677	1	0.00163	0.99	1
ENSG00000274419	TBC1D3D	chr17	+	38003976	38014908	0.257	0.77		-0.196	0.825	1	-0.135	0.879	1
ENSG00000073910	FRY	chr13	+	31846713	32299125	-0.211	0.46	0.743	-0.118	0.679	1	-0.131	0.646	1
ENSG00000289554		chr1	-	26881109	26882235	-0.179	0.712		-0.429	0.38	1	-0.386	0.431	1
ENSG00000118600	RXYLT1	chr12	+	63779833	63809792	0.169	0.404		0.0475	0.816	1	0.153	0.45	1
ENSG00000010704	HFE	chr6	+	26087281	26098343	0.011	0.972		0.0511	0.871	1	-0.049	0.877	1
ENSG00000214336	FOXI3	chr2	-	88446787	88452693	-0.02	0.961		0.153	0.71	1	0.317	0.44	1
ENSG00000143450	OAZ3	chr1	+	151762899	151771334	-0.183	0.833		0.021	0.981	1	-0.212	0.808	1
ENSG00000168004	PLAAT5	chr11	-	63461404	63491194	-0.43	0.53		0.18	0.793	1	0.0154	0.982	1
ENSG00000132466	ANKRD17	chr4	-	73073376	73258798	-0.35	0.0333	0.301	-0.129	0.432	1	-0.221	0.179	1
ENSG00000088280	ASAP3	chr1	-	23428563	23484568	-0.102	0.72	0.89	0.098	0.731	1	0.216	0.449	1
ENSG00000186471	AKAP14	chrX	+	119895837	119920716	-0.515	0.784		-1.34	0.491	1	0.159	0.932	1
ENSG00000238276	LINC02944	chr10	+	118241468	118267710	-1.74	0.387		-1.26	0.521	1	0.102	0.957	1
ENSG00000227258	SMIM2-AS1	chr13	+	44110451	44240517	0.21	0.577		0.229	0.543	1	0.171	0.651	1
ENSG00000274512	TBC1D3L	chr17	-	37978155	37989060	-0.142	0.483	0.756	0.0229	0.91	1	0.0304	0.881	1
ENSG00000082438	COBLL1	chr2	-	164653624	164843679	-0.587	0.0367		-0.116	0.677	1	-0.265	0.343	1
ENSG00000185304	RGPD2	chr2	-	87755960	87825796	-0.405	0.033	0.3	-0.142	0.454	1	-0.173	0.362	1
ENSG00000205765	RIMOC1	chr5	+	41904188	41921636	0.0395	0.831	0.939	0.0622	0.737	1	0.0192	0.917	1
ENSG00000288707		chr2	+	43995985	43996623	2.33	0.589		-0.169	0.969		-0.0832	0.985	
ENSG00000253309	SERPINE3	chr13	+	51335773	51364735	0.383	0.602		0.559	0.445	1	0.94	0.195	1
ENSG00000153487	ING1	chr13	+	110712736	110723339	-0.0562	0.669	0.863	0.0581	0.658	1	-0.0593	0.652	1
ENSG00000169813	HNRNPF	chr10	-	43385617	43409186	0.219	0.0219	0.263	0.117	0.223	1	0.172	0.0719	1
ENSG00000109819	PPARGC1A	chr4	-	23755041	23904089	0.298	0.517		0.776	0.0884	1	0.732	0.109	1
ENSG00000230699		chr1	+	911435	914948	-0.778	0.0409		-0.044	0.907	1	-0.36	0.34	1
ENSG00000148481	MINDY3	chr10	-	15778170	15860507	0.371	0.0358	0.31	0.239	0.177	1	0.254	0.152	1
ENSG00000241860		chr1	-	141474	173862	-0.421	0.243	0.579	-0.132	0.715	1	-0.238	0.51	1
ENSG00000144028	SNRNP200	chr2	-	96274338	96321271	-0.0667	0.568	0.809	-0.0507	0.665	1	-0.0515	0.66	1
ENSG00000254568		chr11	+	124883691	124887789	0.778	0.893		0.793	0.891		0	1	
ENSG00000162688	AGL	chr1	+	99850361	99924023	-0.0503	0.775	0.913	0.0573	0.745	1	-0.11	0.53	1
ENSG00000105404	RABAC1	chr19	-	41956681	41959321	0.429	0.12	0.448	0.134	0.628	1	0.371	0.179	1
ENSG00000122877	EGR2	chr10	-	62811996	62819167	1.17	0.0229		-0.298	0.571	1	0.968	0.061	1
ENSG00000231826	LINC01819	chr2	-	42972255	43040662	0.693	0.357		0.138	0.858	1	0.461	0.545	1
ENSG00000189339	SLC35E2B	chr1	-	1659529	1692795	-0.111	0.295	0.625	-0.0721	0.498	1	-0.111	0.297	1
ENSG00000182993	C12orf60	chr12	+	14803666	14906586	0.0136	0.959		-0.195	0.463	1	-0.13	0.626	1
ENSG00000132274	TRIM22	chr11	+	5689610	5737089	-0.15	0.604	0.83	0.0654	0.821	1	-0.0482	0.868	1
ENSG00000175467	SART1	chr11	+	65961728	65980137	-0.0812	0.647	0.854	-0.081	0.648	1	-0.107	0.547	1
ENSG00000143819	EPHX1	chr1	+	225810124	225845563	0.0778	0.758		0.326	0.195	1	0.256	0.309	1
ENSG00000154265	ABCA5	chr17	-	69244311	69327244	-0.0678	0.824		0.0193	0.95	1	-0.0463	0.879	1
ENSG00000169288	MRPL1	chr4	+	77862830	77952785	0.321	0.0835	0.395	-0.112	0.548	1	0.133	0.476	1
ENSG00000143195	ILDR2	chr1	-	166895711	166975540	0.34	0.545		-0.0196	0.972	1	0.138	0.806	1
ENSG00000156510	HKDC1	chr10	+	69220332	69267552	-1.66	0.534		0.613	0.805	1	-1.56	0.559	
ENSG00000285600		chr3	-	127620106	127629049	-1.67	0.594		-2.61	0.403	1	-2.53	0.419	1
ENSG00000290464		chr13	-	40882577	40921774	0.271	0.735		0.732	0.354	1	-0.13	0.873	1
ENSG00000277142	LINC00235	chr16	-	525155	527407	0.0915	0.828		-0.0685	0.871	1	0.316	0.451	1
ENSG00000289394		chr1	+	66925327	66926027	2.97	0.246		2.27	0.385		3.93	0.12	1
ENSG00000204583	LRCOL1	chr12	-	132603150	132610582	-0.611	0.632		-3.93	0.014	1	-1.68	0.204	1
ENSG00000075568	TMEM131	chr2	-	97756333	97995948	-0.308	0.128	0.456	-0.0812	0.688	1	-0.18	0.373	1
ENSG00000268987		chr19	+	41399372	41400365	1.16	0.479		0.972	0.556	1	-0.654	0.71	1
ENSG00000165732	DDX21	chr10	+	68956135	68985068	-0.0285	0.8	0.924	-0.043	0.702	1	-0.074	0.51	1
ENSG00000272275		chr2	-	10767875	10770058	0.068	0.974		-0.502	0.812	1	0.358	0.863	1
ENSG00000287279		chr6	+	28634861	28649538	3.43	0.21		1.63	0.572	1	4.11	0.131	1
ENSG00000273253	TRABD-AS1	chr22	-	50199090	50200837	-0.271	0.692		-0.396	0.564	1	-0.266	0.697	1
ENSG00000163155	LYSMD1	chr1	-	151159748	151165948	0.127	0.467		0.0583	0.739	1	0.177	0.312	1
ENSG00000175147	TMEM51-AS1	chr1	-	15111815	15153618	-0.985	0.118		-0.0558	0.929	1	-0.346	0.581	1
ENSG00000166275	BORCS7	chr10	+	102854259	102864961	-0.162	0.527		0.104	0.684	1	-0.221	0.39	1
ENSG00000276148		chr12	-	32725248	32725660	-2.49	0.126		-2.08	0.186	1	-0.973	0.513	1
ENSG00000121481	RNF2	chr1	+	185045526	185102603	0.3	0.0965	0.413	0.116	0.522	1	0.0939	0.603	1
ENSG00000248727	LINC01948	chr5	-	56451627	56481946	0.998	0.419		1.79	0.141	1	2.38	0.0493	1
ENSG00000273274	ZBTB8B	chr1	+	32465072	32496686	-0.391	0.0274	0.28	-0.246	0.166	1	-0.369	0.0374	1
ENSG00000087303	NID2	chr14	-	52004809	52069059	-0.0364	0.829	0.938	0.102	0.545	1	0.0384	0.82	1
ENSG00000117425	PTCH2	chr1	-	44819844	44843253	-0.387	0.48		0.0239	0.965	1	-0.18	0.742	1
ENSG00000269604		chr19	-	4791745	4795559	2.67	0.297		2.89	0.257	1	2.29	0.38	1
ENSG00000213981		chr2	-	170640374	170695374	-1.1	0.482		-1.49	0.348	1	-1.65	0.306	1
ENSG00000221978	CCNL2	chr1	-	1385711	1399335	0.185	0.255	0.593	0.129	0.428	1	0.255	0.116	1
ENSG00000249310	APOBEC3B-AS1	chr22	-	38991559	38998209	1.74	0.768		-0.17	0.977		4.7	0.42	1
ENSG00000002016	RAD52	chr12	-	911736	990053	-0.14	0.393	0.701	-0.0062	0.97	1	0.00903	0.956	1
ENSG00000102271	KLHL4	chrX	+	87517409	87670050	0.272	0.49	0.762	-0.00641	0.987	1	0.0427	0.914	1
ENSG00000268518		chr19	-	50486810	50487638	-0.823	0.344		0.312	0.715	1	-0.102	0.905	1
ENSG00000131914	LIN28A	chr1	+	26410817	26429728	0.105	0.359	0.676	0.0089	0.938	1	0.00305	0.979	1
ENSG00000289966		chr10	+	119883898	119891217	0.208	0.954		0.845	0.814	1	-0.223	0.951	
ENSG00000290683		chr1	-	247199399	247210856	0.415	0.0999		0.294	0.244	1	0.174	0.494	1
ENSG00000167601	AXL	chr19	+	41219223	41261766	-0.14	0.222	0.556	-0.0648	0.573	1	-0.0575	0.617	1
ENSG00000223734	LAPTM4A-DT	chr2	+	20052114	20054501	-0.0144	0.99		-0.231	0.838	1	-3.89	0.0143	1
ENSG00000090612	ZNF268	chr12	+	133181409	133214832	0.00809	0.941	0.979	-0.03	0.782	1	-0.0432	0.691	1
ENSG00000119242	CCDC92	chr12	-	123918660	123972831	0.0499	0.909		-0.425	0.333	1	-0.15	0.733	1
ENSG00000171729	TMEM51	chr1	+	15152532	15220478	0.0688	0.831		0.239	0.457	1	0.186	0.563	1
ENSG00000109667	SLC2A9	chr4	-	9771153	10054936	1.61	0.295		0.763	0.625	1	1.41	0.361	1
ENSG00000183722	LHFPL6	chr13	-	39209116	39603528	-0.661	0.251		-0.139	0.806	1	-0.144	0.8	1
ENSG00000213047	DENND1B	chr1	-	197504748	197775696	0.184	0.626		0.274	0.468	1	0.334	0.377	1
ENSG00000156925	ZIC3	chrX	+	137566127	137577691	-0.379	0.104	0.424	0.166	0.475	1	-0.137	0.555	1
ENSG00000114904	NEK4	chr3	-	52708444	52770946	-0.1	0.428	0.722	-0.0256	0.839	1	-0.191	0.13	1
ENSG00000139278	GLIPR1	chr12	+	75480753	75503863	3.28	0.234		4.19	0.124	1	4.22	0.122	1
ENSG00000264207		chr1	+	149861271	149862504	-0.131	0.607		0.164	0.515	1	0.0271	0.915	1
ENSG00000162951	LRRTM1	chr2	-	80288351	80304752	-0.0299	0.939		0.375	0.339	1	0.257	0.512	1
ENSG00000066279	ASPM	chr1	-	197084121	197146694	0.0475	0.846	0.945	-0.0348	0.887	1	-0.0658	0.788	1
ENSG00000284968		chr4	-	86924630	86936202	-0.147	0.821		0.511	0.427	1	-0.154	0.813	1
ENSG00000260423	LINC02367	chr12	+	9347056	9400387	-0.254	0.756		0.49	0.544	1	-0.323	0.694	1
ENSG00000225675	LRP8-DT	chr1	+	53328233	53336509	-0.977	0.567		-1.69	0.336	1	-1.41	0.418	1
ENSG00000256443		chr11	-	61539516	61542259	-1.19	0.0668		0.084	0.896	1	-0.172	0.789	1
ENSG00000224215	C10orf67-AS1	chr10	+	23343957	23345181	-1.15	0.578		-0.713	0.725	1	-1.63	0.447	1
ENSG00000285698		chr1	-	115270767	115283763	2.25	0.531		2.36	0.511		3.29	0.353	
ENSG00000215695	RSC1A1	chr1	+	15659713	15662033	-0.517	0.649		-0.187	0.869	1	-0.0761	0.947	1
ENSG00000115421	PAPOLG	chr2	+	60756253	60802086	0.0324	0.799	0.923	0.071	0.577	1	-0.0753	0.554	1
ENSG00000142698	C1orf94	chr1	+	34166883	34219131	-0.0432	0.903		0.065	0.854	1	0.147	0.676	1
ENSG00000196776	CD47	chr3	-	108043091	108091862	-0.0127	0.943	0.981	0.142	0.43	1	-0.00181	0.992	1
ENSG00000116455	WDR77	chr1	-	111439890	111449256	0.292	0.16	0.49	0.0527	0.8	1	0.112	0.592	1
ENSG00000118292	C1orf54	chr1	+	150268200	150280916	0.422	0.119		0.0986	0.717	1	0.0107	0.969	1
ENSG00000056558	TRAF1	chr9	-	120902393	120929173	-0.323	0.252		-0.175	0.535	1	-0.195	0.49	1
ENSG00000225285	LINC01770	chr1	-	1430539	1434573	1.69	0.564		4.3	0.122		4.61	0.0972	1
ENSG00000010932	FMO1	chr1	+	171248471	171285978	-0.134	0.904		0.233	0.833	1	-0.3	0.789	1
ENSG00000115523	GNLY	chr2	+	85685175	85698852	1.73	0.686		3.07	0.467		3.62	0.389	1
ENSG00000143774	GUK1	chr1	+	228139962	228148984	0.332	0.178	0.509	0.0335	0.892	1	0.226	0.361	1
ENSG00000088035	ALG6	chr1	+	63367575	63438553	0.106	0.51	0.775	-0.0341	0.831	1	-0.0577	0.72	1
ENSG00000253102		chr17	+	50396438	50397888	2.33	0.612		0	1		2.43	0.597	
ENSG00000106591	MRPL32	chr7	+	42932376	42948958	0.346	0.0411	0.323	0.0149	0.93	1	0.142	0.402	1
ENSG00000146416	AIG1	chr6	+	143060496	143341058	-0.0997	0.469	0.747	-0.0458	0.739	1	-0.112	0.417	1
ENSG00000115484	CCT4	chr2	-	61868085	61888671	0.306	0.0189	0.25	0.104	0.425	1	0.144	0.27	1
ENSG00000116771	AGMAT	chr1	-	15571699	15585051	0.391	0.2		0.315	0.303	1	0.391	0.201	1
ENSG00000168883	USP39	chr2	+	85602856	85649283	0.0847	0.462	0.744	-0.0543	0.638	1	-0.0275	0.812	1
ENSG00000256995	LINC02955	chr12	+	22699859	23188807	-0.159	0.921		1.48	0.353	1	0.758	0.635	1
ENSG00000239713	APOBEC3G	chr22	+	39077067	39087743	1.13	0.039		0.369	0.512	1	1.15	0.0371	1
ENSG00000143458	GABPB2	chr1	+	151070578	151125542	-0.262	0.132	0.462	0.00612	0.972	1	-0.252	0.148	1
ENSG00000228971	LINC02607	chr1	+	95510059	95782342	1.66	0.579		3.11	0.282	1	0.879	0.774	
ENSG00000108823	SGCA	chr17	+	50164214	50175928	-0.775	0.376		-0.587	0.5	1	0.0808	0.925	1
ENSG00000284623	LINC02786	chr1	-	38129464	38140593	-2.63	0.508		-0.643	0.869		-0.799	0.839	
ENSG00000162607	USP1	chr1	+	62436297	62451804	0.133	0.368	0.683	-0.0509	0.731	1	-0.0359	0.808	1
ENSG00000290854		chr1	-	1724838	1745992	-0.104	0.64		0.00643	0.977	1	0.0294	0.895	1
ENSG00000233822	H2BC15	chr6	+	27838545	27855709	-0.757	0.00024	0.0755	-0.195	0.339	1	-0.464	0.0238	1
