gene_ID	hgnc_symbol	chr	strand	start	end	NCOA3_CE_log2FoldChange	NCOA3_CE_pvalue	NCOA3_CE_padj	NCOA3_KO_log2FoldChange	NCOA3_KO_pvalue	NCOA3_KO_padj	NCOA3_PTC_log2FoldChange	NCOA3_PTC_pvalue	NCOA3_PTC_padj
ENSG00000140718	FTO	chr16	+	53701692	54158512	-0.0559	0.561	0.927	-0.135	0.159	0.607	0.00984	0.918	1
ENSG00000233975	LINC02574	chr1	-	27660328	27666279	0.121	0.806		0.398	0.41		0.302	0.533	1
ENSG00000155890	TRIM42	chr3	+	140678064	140701150	-1.93	0.289		-0.0025	0.999		-0.924	0.609	
ENSG00000227354	RBM26-AS1	chr13	+	79406293	79427317	0.357	0.213	0.773	0.438	0.125	0.558	0.54	0.0564	1
ENSG00000183153	GJD3	chr17	-	40360652	40364737	-0.305	0.355	0.861	-0.299	0.359	0.778	-0.00286	0.993	1
ENSG00000246366	LACTB2-AS1	chr8	+	70608577	70663279	0.789	0.842		-0.0171	0.997		-0.0442	0.991	
ENSG00000180998	GPR137C	chr14	+	52552836	52637713	-0.0419	0.876	0.983	-0.455	0.0986	0.517	-0.0649	0.808	1
ENSG00000109184	DCUN1D4	chr4	+	51843000	51916837	0.00283	0.982	0.998	-0.134	0.274	0.718	0.0231	0.849	1
ENSG00000142751	GPN2	chr1	-	26876132	26890283	-0.0112	0.914	0.988	-0.0369	0.721	0.938	0.0083	0.936	1
ENSG00000272473		chr19	-	781002	782651	0.994	0.664		1.86	0.397		2.87	0.167	
ENSG00000171813	PWWP2B	chr10	+	132397168	132417859	-0.0946	0.643	0.945	0.129	0.522	0.86	0.0385	0.849	1
ENSG00000182054	IDH2	chr15	-	90083045	90102477	0.0674	0.446	0.894	0.189	0.0314	0.323	0.123	0.161	1
ENSG00000203811	H3C14	chr1	-	149840687	149841208	-1.02	0.549	0.925	-0.00316	0.998	1	-0.804	0.633	1
ENSG00000289439		chr1	-	244308554	244325179	0.875	0.656		-0.00524	0.998		1.46	0.434	
ENSG00000117751	PPP1R8	chr1	+	27830782	27851676	0.0194	0.871	0.983	-0.142	0.234	0.686	-0.0284	0.812	1
ENSG00000254042	SLIT3-AS2	chr5	+	168706567	168720884	0.546	0.759		1	0.558		-0.0265	0.989	
ENSG00000255302	EID1	chr15	+	48878134	48880173	-0.0597	0.717	0.959	-0.107	0.513	0.856	-0.0654	0.689	1
ENSG00000183674	LINC00518	chr6	-	10429255	10435015	0.623	0.0592	0.553	0.476	0.158	0.603	0.599	0.0719	1
ENSG00000272405		chr1	-	156641666	156644887	-0.204	0.767		0.336	0.616		0.449	0.499	1
ENSG00000231789	PIK3CD-AS2	chr1	-	9672405	9687583	1.17	0.0582		0.899	0.147		0.42	0.51	1
ENSG00000133195	SLC39A11	chr17	-	72645949	73092712	0.0643	0.456	0.897	0.0296	0.731	0.941	0.117	0.173	1
ENSG00000118094	TREH	chr11	-	118657316	118679690	0.113	0.774	0.968	-0.0223	0.956	0.993	0.319	0.41	1
ENSG00000108852	MPP2	chr17	-	43875357	43909711	0.982	0.0913		0.343	0.575		0.0901	0.885	1
ENSG00000185127	C6orf120	chr6	+	169702126	169706360	0.136	0.219	0.776	0.0977	0.376	0.787	0.0322	0.771	1
ENSG00000169598	DFFB	chr1	+	3857267	3885429	-0.0905	0.74	0.961	-0.108	0.692	0.929	0.0344	0.899	1
ENSG00000237200	ZBTB40-IT1	chr1	+	22517474	22519708	-1.44	0.387		-0.284	0.848		-3.22	0.0664	
ENSG00000137513	NARS2	chr11	-	78435620	78575194	0.0277	0.739	0.961	0.0769	0.352	0.775	-0.00219	0.979	1
ENSG00000081181	ARG2	chr14	+	67619920	67651708	-0.266	0.0872	0.613	-0.211	0.172	0.624	-0.222	0.15	1
ENSG00000141664	ZCCHC2	chr18	+	62523025	62587709	-0.0433	0.643	0.945	-0.0319	0.732	0.941	-0.00462	0.96	1
ENSG00000144857	BOC	chr3	+	113211003	113287459	-0.331	0.0587	0.553	-0.166	0.339	0.767	-0.178	0.305	1
ENSG00000183605	SFXN4	chr10	-	119140767	119165714	-0.133	0.328	0.85	-0.073	0.59	0.888	0.042	0.756	1
ENSG00000197442	MAP3K5	chr6	-	136557046	136793097	-0.462	0.000211	0.0398	-0.563	7.82e-06	0.002	-0.417	0.000798	0.557
ENSG00000117155	SSX2IP	chr1	-	84643706	84690803	0.114	0.628	0.942	0.193	0.41	0.806	0.104	0.658	1
ENSG00000289259		chr11	-	65471472	65472267	1.81	0.286		1.29	0.469		1.13	0.531	
ENSG00000106025	TSPAN12	chr7	-	120787320	120858402	0.0207	0.876	0.983	0.299	0.0223	0.279	0.0695	0.597	1
ENSG00000120662	MTRF1	chr13	-	41216369	41263577	0.0128	0.927	0.989	0.05	0.718	0.937	-0.0423	0.762	1
ENSG00000276131		chr16	-	58392153	58392807	0.497	0.561		0.947	0.254		1.08	0.189	1
ENSG00000140455	USP3	chr15	+	63504511	63594640	0.247	0.0624	0.561	0.387	0.00321	0.11	0.161	0.22	1
ENSG00000286591		chr12	-	41951493	42024329	0.636	0.591		1.29	0.256		0.702	0.552	1
ENSG00000151376	ME3	chr11	-	86441108	86672636	0.671	0.29		0.528	0.407		-0.478	0.5	1
ENSG00000288897		chr8	+	84227057	84228176	1.35	0.379		0.0322	0.985		-0.125	0.943	
ENSG00000143222	UFC1	chr1	+	161152776	161158856	-0.0974	0.19	0.75	-0.0299	0.685	0.925	-0.0972	0.187	1
ENSG00000182013	PNMA8A	chr19	-	46466491	46471563	0.16	0.562	0.927	-0.0988	0.722	0.939	0.0446	0.871	1
ENSG00000289589		chr1	-	181086644	181088539	-0.445	0.761		-0.742	0.622		-0.372	0.797	
ENSG00000090487	SPG21	chr15	-	64963022	64990310	-0.238	0.0152	0.344	-0.136	0.162	0.61	-0.0778	0.422	1
ENSG00000141371	CHCT1	chr17	+	60392429	60431426	3.23	0.423		1.97	0.629		2.61	0.518	
ENSG00000160838	LRRC71	chr1	+	156920632	156933094	0.952	0.825		1.85	0.662		0.954	0.824	
ENSG00000174791	RIN1	chr11	-	66330241	66336840	0.347	0.396	0.878	0.111	0.79		-0.444	0.306	1
ENSG00000168675	LDLRAD4	chr18	+	13217498	13652755	0.432	0.154	0.722	0.191	0.529	0.862	-0.194	0.53	1
ENSG00000076344	RGS11	chr16	-	268301	275980	-0.292	0.834		-0.0359	0.979		1.18	0.333	1
ENSG00000165813	CCDC186	chr10	-	114120862	114174232	-0.136	0.158	0.727	-0.105	0.271	0.717	-0.133	0.164	1
ENSG00000172748	ZNF596	chr8	+	232137	264703	-0.092	0.804	0.972	-0.0968	0.794	0.958	-0.0734	0.842	1
ENSG00000074964	ARHGEF10L	chr1	+	17539698	17697874	-0.383	0.00382	0.192	-0.61	4.48e-06	0.00141	-0.0842	0.52	1
ENSG00000198298	ZNF485	chr10	+	43606419	43617904	0.0879	0.766	0.967	-0.207	0.496	0.848	0.0628	0.833	1
ENSG00000155962	CLIC2	chrX	-	155276211	155334657	-0.993	0.168		-1.45	0.0616		-1.26	0.0931	1
ENSG00000272468		chr6	-	27122657	27123221	1.54	0.0489		0.717	0.387		0.598	0.474	1
ENSG00000274598		chr12	-	108833721	108834384	-0.418	0.524		-0.53	0.424		-0.369	0.571	1
ENSG00000270605		chr1	-	28239509	28241453	0.46	0.493		0.674	0.316		-0.0729	0.92	1
ENSG00000141505	ASGR1	chr17	-	7173431	7179564	0.231	0.526	0.92	0.539	0.13	0.564	-0.141	0.703	1
ENSG00000089094	KDM2B	chr12	-	121429096	121581023	0.0849	0.388	0.875	0.0583	0.551	0.871	0.127	0.193	1
ENSG00000284716		chr1	-	7998187	7999934	0.366	0.612		-0.296	0.704		-0.923	0.278	1
ENSG00000138381	ASNSD1	chr2	+	189661385	189670831	-0.317	0.00827	0.269	-0.214	0.0717	0.451	-0.211	0.0756	1
ENSG00000223393		chr1	+	230868259	230879141	-0.553	0.513		-2.24	0.0467		-0.97	0.284	1
ENSG00000159871	LYPD5	chr19	-	43785874	43827206	0.23	0.192	0.751	0.415	0.0172	0.252	0.238	0.172	1
ENSG00000138162	TACC2	chr10	+	121989163	122254545	-0.135	0.307	0.837	-0.0292	0.823	0.965	-0.00116	0.993	1
ENSG00000179059	ZFP42	chr4	+	187995771	188005046	-0.0351	0.693	0.954	0.0679	0.441	0.822	-0.0311	0.726	1
ENSG00000144119	C1QL2	chr2	-	119156243	119158751	-0.583	0.32		-0.801	0.184		-0.514	0.381	1
ENSG00000143319	ISG20L2	chr1	-	156721891	156728766	-0.102	0.227	0.78	-0.0117	0.889	0.978	-0.099	0.238	1
ENSG00000197622	CDC42SE1	chr1	-	151050971	151070325	-0.187	0.00415	0.197	-0.143	0.0275	0.307	-0.0527	0.416	1
ENSG00000225518	LINC01703	chr1	+	226083590	226090465	0.933	0.452		1.57	0.184		1.71	0.146	
ENSG00000122432	SPATA1	chr1	+	84506300	84567379	-0.143	0.914		-0.074	0.956		0.494	0.702	
ENSG00000067596	DHX8	chr17	+	43483865	43610338	-0.0383	0.631	0.942	0.00215	0.978	0.996	0.0292	0.713	1
ENSG00000132688	NES	chr1	-	156668763	156677407	0.343	0.429	0.888	0.529	0.218	0.672	0.448	0.298	1
ENSG00000286511		chr6	+	108798929	108837113	-0.729	0.356		0.679	0.319		-1.01	0.212	1
ENSG00000178038	ALS2CL	chr3	-	46668995	46693704	0.347	0.354	0.861	0.0435	0.907	0.983	0.186	0.616	1
ENSG00000157873	TNFRSF14	chr1	+	2555639	2565382	-0.09	0.892		0.0335	0.959		-0.811	0.241	1
ENSG00000243978	RTL9	chrX	+	110358848	110456334	-0.0789	0.853	0.98	-0.163	0.703		-0.605	0.176	1
ENSG00000148690	FRA10AC1	chr10	-	93667883	93702592	0.167	0.32	0.847	0.284	0.0873	0.491	0.0301	0.858	1
ENSG00000160200	CBS	chr21	-	43053191	43076943	-0.112	0.286	0.821	-0.237	0.0231	0.284	-0.0939	0.368	1
ENSG00000107882	SUFU	chr10	+	102503972	102633535	-0.0156	0.885	0.984	-0.112	0.297	0.737	0.00244	0.982	1
ENSG00000181315	ZNF322	chr6	-	26634383	26659752	0.0021	0.986	0.999	-0.0836	0.496	0.848	-0.0413	0.736	1
ENSG00000289419		chr1	+	147608331	147610187	0.391	0.486		-0.0753	0.896		0.956	0.0769	1
ENSG00000147082	CCNB3	chrX	+	50202713	50351914	-0.7	0.498		0.616	0.496		-0.239	0.808	1
ENSG00000182261	NLRP10	chr11	-	7957537	7965447	-0.347	0.582		0.405	0.504		-0.177	0.777	1
ENSG00000095787	WAC	chr10	+	28532493	28623112	-0.118	0.165	0.736	-0.106	0.209	0.661	-0.0563	0.503	1
ENSG00000063046	EIF4B	chr12	+	53006282	53042215	-0.0321	0.76	0.964	0.0942	0.365	0.781	-0.0304	0.77	1
ENSG00000119927	GPAM	chr10	-	112149865	112215377	0.0824	0.616	0.941	-0.2	0.225	0.677	0.00683	0.967	1
ENSG00000198336	MYL4	chr17	+	47200446	47223679	-0.478	0.259	0.808	-0.567	0.185		-0.405	0.339	1
ENSG00000235257	ITGA9-AS1	chr3	-	37693655	37861802	-0.192	0.718		-0.486	0.373		-0.0283	0.957	1
ENSG00000116350	SRSF4	chr1	-	29147743	29181900	0.0307	0.601	0.936	-0.0251	0.668	0.918	-0.0663	0.259	1
ENSG00000082126	MPP4	chr2	-	201644870	201698694	0.899	0.701		-0.965	0.688		0.889	0.703	
ENSG00000167394	ZNF668	chr16	-	31060843	31074240	-0.0603	0.696	0.955	0.114	0.453	0.828	0.059	0.699	1
ENSG00000113296	THBS4	chr5	+	79991311	80083287	-0.659	0.527		-0.808	0.446		0.29	0.764	1
ENSG00000068878	PSME4	chr2	-	53864069	53970993	-0.204	0.00212	0.148	-0.168	0.0105	0.203	-0.127	0.0548	1
ENSG00000123473	STIL	chr1	-	47250139	47314892	0.18	0.24	0.794	0.115	0.448	0.826	0.0963	0.527	1
ENSG00000214063	TSPAN4	chr11	+	842812	867116	0.209	0.241	0.795	0.124	0.486	0.844	0.2	0.26	1
ENSG00000289018		chr2	-	231705829	231707035	1.08	0.0877		-0.157	0.825		0.769	0.236	1
ENSG00000174080	CTSF	chr11	-	66563464	66568879	0.507	0.11	0.657	0.0755	0.815	0.963	0.228	0.475	1
ENSG00000254598	CSNK2A3	chr11	-	11351942	11353250	-0.0355	0.921	0.989	-0.452	0.22	0.673	-0.361	0.322	1
ENSG00000287895		chr1	-	228119149	228121312	-1.32	0.661		-1.92	0.519		-0.236	0.935	
ENSG00000147596	PRDM14	chr8	-	70051651	70071693	-0.595	0.384		-0.313	0.64		-0.423	0.53	1
ENSG00000154764	WNT7A	chr3	-	13816258	13880071	0.204	0.213	0.773	0.308	0.0578	0.42	0.252	0.121	1
ENSG00000130177	CDC16	chr13	+	114234887	114272723	0.00809	0.921	0.989	-0.0697	0.393	0.797	-0.0806	0.324	1
ENSG00000266783		chr18	-	2561172	2562220	0.403	0.416		0.0479	0.925		-0.304	0.564	1
ENSG00000277797		chr6	+	81551686	81554092	0.432	0.871		-1.48	0.596		-2.44	0.382	
ENSG00000139146	SINHCAF	chr12	-	31280584	31327058	-0.0554	0.621	0.941	0.0708	0.523	0.86	-0.0841	0.449	1
ENSG00000066468	FGFR2	chr10	-	121478332	121598458	0.119	0.352	0.86	-0.026	0.837	0.968	0.0609	0.63	1
ENSG00000082397	EPB41L3	chr18	-	5392381	5630700	-0.192	0.13	0.684	-0.0846	0.501	0.85	-0.126	0.318	1
ENSG00000121904	CSMD2	chr1	-	33513998	34165842	-0.0534	0.967		0.563	0.652		1.05	0.376	
ENSG00000173812	EIF1	chr17	+	41688885	41692668	-0.127	0.388	0.875	0.125	0.39	0.795	-0.00825	0.955	1
ENSG00000036549	ZZZ3	chr1	-	77562416	77683419	-0.00951	0.905	0.987	-0.0508	0.521	0.86	-0.0685	0.388	1
ENSG00000168710	AHCYL1	chr1	+	109984765	110023742	-0.18	0.00475	0.211	-0.184	0.00362	0.115	-0.163	0.00996	1
ENSG00000231863		chr6	+	160931080	160985624	-0.215	0.712		0.189	0.736		-0.384	0.514	1
ENSG00000074621	SLC24A1	chr15	+	65611366	65660995	0.403	0.0164	0.356	0.139	0.412	0.809	0.31	0.0655	1
ENSG00000288086		chr20	-	57116566	57119543	0.361	0.76		-0.743	0.572		-1.29	0.368	
ENSG00000162636	EEIG2	chr1	+	108560089	108644900	0.0475	0.658	0.946	0.289	0.00651	0.159	-0.0639	0.55	1
ENSG00000237976	RFX5-AS1	chr1	+	151346938	151348027	0.928	0.116		0.00683	0.991		0.649	0.281	1
ENSG00000184979	USP18	chr22	+	18150118	18177397	-0.222	0.428	0.888	-0.215	0.445	0.824	-0.212	0.451	1
ENSG00000084628	NKAIN1	chr1	-	31179745	31239887	0.194	0.775		-0.398	0.578		-0.512	0.478	1
ENSG00000138061	CYP1B1	chr2	-	38066973	38109902	0.132	0.33	0.851	0.441	0.000975	0.0554	0.0261	0.846	1
ENSG00000078902	TOLLIP	chr11	-	1274371	1309654	-0.237	0.0325	0.455	-0.223	0.0424	0.367	-0.11	0.318	1
ENSG00000206418	RAB12	chr18	+	8609437	8639383	0.0923	0.288	0.821	0.105	0.225	0.677	0.0581	0.503	1
ENSG00000197045	GMFB	chr14	-	54474484	54489025	-0.0452	0.802	0.972	-0.079	0.659	0.915	-0.0122	0.946	1
ENSG00000092871	RFFL	chr17	-	35005990	35089319	0.236	0.0485	0.517	0.353	0.00293	0.105	0.14	0.244	1
ENSG00000151468	CCDC3	chr10	-	12896625	13099652	-0.82	0.396		0.408	0.65		-0.941	0.335	1
ENSG00000104164	BLOC1S6	chr15	+	45587214	45615945	-0.0473	0.752	0.963	-0.0362	0.808	0.961	-0.0248	0.867	1
ENSG00000103353	UBFD1	chr16	+	23557721	23574389	-0.132	0.0138	0.331	-0.121	0.0233	0.285	-0.0504	0.343	1
ENSG00000289014		chr1	-	23167098	23167889	-0.225	0.688		-0.26	0.647		-0.288	0.612	1
ENSG00000095587	TLL2	chr10	-	96364608	96513926	-0.0128	0.963	0.996	0.244	0.365	0.781	0.221	0.412	1
ENSG00000102103	PQBP1	chrX	+	48890197	48903402	-0.0371	0.685	0.953	0.0642	0.48	0.843	0.0733	0.419	1
ENSG00000178093	TSSK6	chr19	-	19512418	19515548	0.511	0.336		0.452	0.399		0.399	0.457	1
ENSG00000051108	HERPUD1	chr16	+	56932142	56944864	-0.319	0.189	0.75	-0.0714	0.767	0.951	-0.225	0.35	1
ENSG00000121769	FABP3	chr1	-	31365253	31376850	-0.257	0.573	0.928	-0.22	0.632		0.0342	0.939	1
ENSG00000257242	LINC01619	chr12	-	91984976	92142914	0.634	0.26	0.808	-0.346	0.554	0.872	-0.434	0.461	1
ENSG00000290556		chr5	+	69607099	69624049	-36.1	4.85e-10		19.5	0.000559		19.9	0.000432	
ENSG00000156097	GPR61	chr1	+	109539872	109548406	-2.52	0.393		-2.78	0.342		-2.72	0.353	
ENSG00000116329	OPRD1	chr1	+	28812170	28871267	-0.514	0.0823	0.604	-0.0394	0.89	0.979	-0.346	0.236	1
ENSG00000164483	SAMD3	chr6	-	130144315	130365425	1.67	0.613		2.63	0.413		0.836	0.802	
ENSG00000132256	TRIM5	chr11	-	5663195	5938619	0.191	0.114	0.664	0.0507	0.674	0.921	0.0951	0.43	1
ENSG00000121764	HCRTR1	chr1	+	31617686	31632518	-0.617	0.708		-3.45	0.0659		-0.591	0.717	1
ENSG00000172296	SPTLC3	chr20	+	13008972	13169103	-0.148	0.21	0.771	-0.0109	0.926	0.987	-0.023	0.844	1
ENSG00000288823		chr10	-	73780624	73782011	0.233	0.49	0.907	0.177	0.604	0.894	0.364	0.276	1
ENSG00000204388	HSPA1B	chr6	+	31827738	31830254	-0.18	0.336	0.853	0.141	0.446	0.825	-0.0698	0.706	1
ENSG00000171680	PLEKHG5	chr1	-	6467122	6520074	0.212	0.475	0.9	0.298	0.312	0.746	-0.299	0.328	1
ENSG00000175806	MSRA	chr8	+	10054292	10428891	-0.0325	0.891	0.985	-0.0432	0.856	0.972	0.127	0.59	1
ENSG00000264078		chr1	+	31644694	31649371	-3.46	0.233		-3.45	0.231		-3.45	0.23	
ENSG00000289039		chr10	+	133013653	133015790	-1.63	0.224		0.578	0.557		0.722	0.459	1
ENSG00000196433	ASMT	chrX	+	1615059	1643081	1.75	0.264		1	0.533		2.19	0.15	
ENSG00000127329	PTPRB	chr12	-	70515870	70637440	0.202	0.764		-0.597	0.416		-0.39	0.585	1
ENSG00000186141	POLR3C	chr1	+	145824053	145844402	0.0506	0.754	0.964	-0.0207	0.897	0.98	0.0803	0.617	1
ENSG00000258441	LINC00641	chr14	-	21200079	21206900	0.14	0.414	0.882	-0.497	0.00399	0.123	-0.174	0.31	1
ENSG00000258634		chr1	+	110058340	110062555	0.148	0.343	0.856	0.314	0.0415	0.362	0.178	0.251	1
ENSG00000162627	SNX7	chr1	+	98661701	98760500	-0.142	0.553	0.926	-0.174	0.464	0.836	-0.125	0.599	1
ENSG00000277462	ZNF670	chr1	-	247034637	247078811	-0.16	0.455	0.897	-0.0748	0.724	0.939	-0.328	0.124	1
ENSG00000281912	LINC01144	chr1	+	45303910	45305619	0.144	0.885		0.571	0.548		-0.29	0.781	1
ENSG00000166024	R3HCC1L	chr10	+	98134624	98244897	0.3	0.0145	0.335	0.0685	0.579	0.883	0.0696	0.573	1
ENSG00000113597	TRAPPC13	chr5	+	65625004	65666233	-0.0381	0.735	0.961	0.00748	0.947	0.992	0.0105	0.925	1
ENSG00000157890	MEGF11	chr15	-	65895079	66253756	-1.09	0.581		2.22	0.191		0.862	0.645	
ENSG00000165916	PSMC3	chr11	-	47418769	47426473	-0.0655	0.423	0.886	-0.0926	0.253	0.702	0.0125	0.878	1
ENSG00000138107	ACTR1A	chr10	-	102461881	102502712	-0.135	0.0589	0.553	0.00181	0.98	0.996	-0.055	0.436	1
ENSG00000290007		chr7	-	155238269	155252475	0.00752	0.988		-0.937	0.0798		-0.165	0.745	1
ENSG00000139874	SSTR1	chr14	+	38207904	38213067	-1.13	0.717		0.986	0.743		1.81	0.539	
ENSG00000135052	GOLM1	chr9	-	86026146	86100173	-0.109	0.166	0.736	-0.123	0.114	0.54	-0.0524	0.5	1
ENSG00000150637	CD226	chr18	-	69831158	69961803	0.22	0.561	0.927	-0.463	0.247	0.696	0.063	0.869	1
ENSG00000182334	OR5P3	chr11	-	7824818	7830840	0.928	0.0708	0.579	0.766	0.142		1.03	0.0444	1
ENSG00000272397		chr6	-	146948528	146951159	1.3	0.414		0.996	0.538		0.575	0.731	
ENSG00000229891	LINC01315	chr22	-	42364387	42369290	0.603	0.354		0.645	0.321		0.852	0.184	1
ENSG00000121775	TMEM39B	chr1	+	32072031	32102866	-0.0237	0.883	0.984	0.112	0.483	0.843	0.118	0.46	1
ENSG00000150594	ADRA2A	chr10	+	111077029	111080907	-1.21	0.244		-1.47	0.174		-0.675	0.488	1
ENSG00000025800	KPNA6	chr1	+	32108056	32176563	-0.0525	0.512	0.914	0.0873	0.271	0.717	0.042	0.597	1
ENSG00000182118	FAM89A	chr1	-	231018958	231040254	-0.0793	0.428	0.888	-0.0371	0.708	0.934	-0.0295	0.766	1
ENSG00000198523	PLN	chr6	+	118548296	118561716	-1.15	0.789		-0.987	0.817		-1.03	0.809	
ENSG00000286652		chr6	+	27473194	27494436	1.58	0.205		0.392	0.773		0.324	0.812	1
ENSG00000105649	RAB3A	chr19	-	18196784	18204042	0.0968	0.814	0.974	-0.0192	0.963		0.211	0.605	1
ENSG00000250820		chr5	-	175906939	175958538	-0.112	0.959		1.85	0.366		3.38	0.0723	
ENSG00000255320		chr11	-	66244717	66257595	-1.72	0.498		-2.46	0.329		-2.52	0.319	
ENSG00000165553	NGB	chr14	-	77265483	77271206	3.46	0.219		2.27	0.429		0.872	0.769	
ENSG00000265801		chr17	+	27465112	27465541	0.893	0.0527		0.0109	0.983		-0.202	0.695	1
ENSG00000287574		chr7	+	44582519	44583676	-0.235	0.75		0.281	0.693		0.701	0.309	1
ENSG00000095713	CRTAC1	chr10	-	97865000	98030828	-0.783	0.0711	0.58	-0.249	0.539		-0.456	0.272	1
ENSG00000159197	KCNE2	chr21	+	34364006	34371381	0.651	0.555		0.999	0.351		1.24	0.242	1
ENSG00000162522	KIAA1522	chr1	+	32741830	32774970	-0.0353	0.703	0.956	-0.0552	0.549	0.871	-0.0621	0.501	1
ENSG00000121905	HPCA	chr1	+	32885994	32898441	-0.563	0.638		-0.997	0.427		-0.998	0.427	1
ENSG00000002933	TMEM176A	chr7	+	150800403	150805118	-0.636	0.0817	0.604	-0.701	0.0568	0.417	-0.267	0.455	1
ENSG00000055732	MCOLN3	chr1	-	85018082	85048500	-0.181	0.789		-0.435	0.534		-0.00441	0.995	1
ENSG00000143409	MINDY1	chr1	-	150996549	151008376	-0.324	0.0494	0.521	-0.354	0.0316	0.323	-0.288	0.0794	1
ENSG00000115363	EVA1A	chr2	-	75469302	75569722	-0.204	0.35	0.859	0.112	0.602	0.893	-0.28	0.197	1
ENSG00000178381	ZFAND2A	chr7	-	1152071	1160759	-0.198	0.268	0.813	-0.0847	0.632	0.904	-0.17	0.339	1
ENSG00000266962	HSD17B1-AS1	chr17	-	42552431	42554841	0.175	0.251	0.803	0.12	0.429	0.818	0.249	0.101	1
ENSG00000162817	C1orf115	chr1	+	220690363	220699153	-0.0494	0.583	0.932	0.0873	0.327	0.757	0.0427	0.632	1
ENSG00000065621	GSTO2	chr10	+	104268873	104304950	0.26	0.479	0.903	-0.0194	0.959	0.993	0.0383	0.918	1
ENSG00000267458		chr19	-	12944118	12944487	-0.654	0.364		-0.908	0.224		-0.301	0.67	1
ENSG00000261431	DHX35-DT	chr20	-	38961925	38962111	-0.341	0.867		1.19	0.525		0.517	0.789	
ENSG00000174669	SLC29A2	chr11	-	66362521	66372214	0.0872	0.585	0.932	-0.0606	0.704	0.933	0.201	0.205	1
ENSG00000203356	LINC01562	chr1	-	51195095	51235096	-0.00088	0.999		-1.43	0.308		-1.51	0.273	
ENSG00000271659		chr9	+	95514045	95514520	1.35	0.444		-0.0253	0.99		-0.953	0.636	
ENSG00000225313		chr1	+	33307348	33349245	0.0482	0.982		0.0211	0.992		-1.85	0.392	
ENSG00000126088	UROD	chr1	+	45010950	45015575	0.0316	0.793	0.971	-0.112	0.354	0.776	0.0598	0.617	1
ENSG00000172689	MS4A10	chr11	+	60785333	60801305	2.1	0.116		2.03	0.131		2.06	0.125	1
ENSG00000233246	PHC2-AS1	chr1	+	33350352	33363245	1.84	0.646		0.957	0.811		1.83	0.644	
ENSG00000267598		chr19	-	13153071	13154193	0.293	0.616		-0.406	0.498		-0.103	0.862	1
ENSG00000281406	BLACAT1	chr1	-	205434885	205457091	0.117	0.531	0.92	0.258	0.16	0.607	0.0765	0.68	1
ENSG00000121903	ZSCAN20	chr1	+	33472645	33501643	0.134	0.396	0.879	0.1	0.527	0.862	0.0351	0.825	1
ENSG00000133114	GPALPP1	chr13	+	44989529	45037669	-0.0657	0.488	0.907	-0.0176	0.852	0.971	-0.144	0.129	1
ENSG00000051341	POLQ	chr3	-	121431431	121545988	0.236	0.0585	0.553	0.105	0.396	0.798	0.0556	0.654	1
ENSG00000290041		chr1	+	44807524	44808090	1.42	0.1		-0.0129	0.989		0.626	0.495	1
ENSG00000138604	GLCE	chr15	+	69160584	69272217	-0.174	0.163	0.733	0.0094	0.939	0.99	-0.223	0.0721	1
ENSG00000179097	HTR1F	chr3	+	87792706	87993839	-0.208	0.937		2.87	0.228		-0.0721	0.978	
ENSG00000272777		chr4	-	99067256	99068125	0.728	0.42		0.425	0.65		-0.716	0.495	1
ENSG00000215808	LINC01139	chr1	-	238476542	238486060	0.0919	0.955		-0.802	0.642		1.88	0.222	1
ENSG00000286116		chr10	-	88990045	88994249	0.448	0.799		0.907	0.594		0.882	0.605	
ENSG00000100485	SOS2	chr14	-	50117130	50231578	-0.103	0.353	0.86	-0.00276	0.98	0.996	-0.0948	0.388	1
ENSG00000073008	PVR	chr19	+	44643798	44666162	0.0359	0.902	0.987	-0.0454	0.875	0.976	0.155	0.593	1
ENSG00000227165	WDR11-DT	chr10	-	120759898	120851457	0.956	0.543		2	0.175		1.57	0.298	1
ENSG00000257181		chr12	-	68841288	68843237	-0.453	0.0363	0.477	-0.505	0.0198	0.266	-0.394	0.0664	1
ENSG00000273989		chr12	+	28236227	28236828	0.794	0.518		-1.04	0.491		0.554	0.657	
ENSG00000265912		chr17	+	64943262	64951054	0.116	0.83		0.0836	0.878		0.376	0.479	1
ENSG00000179796	LRRC3B	chr3	+	26622772	26717537	0.302	0.659		-0.148	0.84		-0.861	0.275	1
ENSG00000267934		chr19	+	23323968	23329101	1.05	0.546		-0.0499	0.979		-0.15	0.937	
ENSG00000111452	ADGRD1	chr12	+	130953907	131141469	-0.317	0.543	0.923	-0.321	0.539		0.0765	0.879	1
ENSG00000272145	NFYC-AS1	chr1	-	40690380	40692074	0.0219	0.949	0.993	-0.55	0.132	0.566	0.263	0.438	1
ENSG00000205869	KRTAP5-1	chr11	-	1584342	1585283	0.744	0.806		-1.8	0.562		-0.809	0.795	
ENSG00000138050	THUMPD2	chr2	-	39736060	39779267	-0.0274	0.827	0.976	0.0149	0.905	0.982	-0.0402	0.748	1
ENSG00000249167	SEMA6A-AS2	chr5	+	116574482	116611200	-0.221	0.565	0.927	-0.34	0.38	0.789	-0.699	0.0805	1
ENSG00000136155	SCEL	chr13	+	77535674	77645263	-0.627	0.39		-0.671	0.355		-0.533	0.458	1
ENSG00000173821	RNF213	chr17	+	80260852	80398794	0.0609	0.592	0.933	-0.0517	0.647	0.909	0.0861	0.445	1
